beta,gamma,epsilon
0.158557,0.018467,9.482517
0.117941,0.004394,10.159122
0.138324,0.006956,5.510242
0.063429,0.014964,9.203573
0.094969,0.010506,1.802199
0.117621,0.026548,7.428719
0.063719,0.013745,6.316914
0.072123,0.014097,6.492017
0.147476,0.021532,9.828109
0.143649,0.021589,9.005637
0.138539,0.018353,7.722780
0.098589,0.008112,4.146203
0.146868,0.014370,6.835903
0.098150,0.014004,3.635146
0.145559,0.020067,8.959425
0.124267,0.034593,8.883294
0.094424,0.020227,6.075177
0.101003,0.006723,4.782349
0.128846,0.016470,5.881160
0.161060,0.020487,8.355943
0.089878,0.016728,5.213265
0.080863,0.019854,6.786032
0.086564,0.022629,7.763012
0.121518,0.016876,5.031705
0.254937,0.010319,9.383254
0.112464,0.030968,8.531887
0.099735,0.024530,7.151238
0.078680,0.020709,8.976769
0.082015,0.018007,6.651557
0.096796,0.031861,9.200574
0.129054,0.024656,7.903395
0.128156,0.015659,4.902288
0.085254,0.012031,3.540183
0.115509,0.011160,2.178492
0.136280,0.010080,3.801687
0.109497,0.012663,3.446265
0.154896,0.006148,8.194377
0.094769,0.021856,7.085734
0.065023,0.011972,7.375842
0.117098,0.025649,7.467889
0.155921,0.022623,9.432198
0.159049,0.005852,8.439482
0.112308,0.013706,3.085014
0.094377,0.014364,3.839182
0.070332,0.013797,5.285463
0.154630,0.019494,9.536179
0.111330,0.027343,7.961302
0.104833,0.021134,6.225112
0.066155,0.012680,8.147758
0.123638,0.026664,7.782993
0.075129,0.024779,9.871483
0.126373,0.014925,4.154816
0.073155,0.007473,5.816197
0.138011,0.039311,9.975438
0.126059,0.022601,7.645900
0.123559,0.010452,2.417774
0.115276,0.031186,8.774384
0.117691,0.025484,7.938471
0.103380,0.033865,9.135014
0.157455,0.024352,10.083556
0.175498,0.006036,9.090090
0.109111,0.034783,9.364038
0.139158,0.020928,8.167591
0.132874,0.022183,7.361891
0.069678,0.008721,8.362145
0.074880,0.008893,7.540143
0.120078,0.019062,6.481223
0.080083,0.015119,4.938410
0.106081,0.035426,9.275680
0.072396,0.010475,8.799174
0.105885,0.017707,4.838717
0.090869,0.019196,5.526193
0.095604,0.017170,4.415975
0.168398,0.011900,7.444936
0.083387,0.012943,5.372743
0.162473,0.022641,10.016799
0.120043,0.015627,6.766085
0.151384,0.008965,4.256033
0.135155,0.024121,8.801014
0.143821,0.009792,4.572326
0.110654,0.006780,4.742239
0.122042,0.027821,9.296336
0.085874,0.014723,4.931646
0.083830,0.013016,3.709041
0.139498,0.005314,8.165630
0.139678,0.035409,8.790165
0.120979,0.018152,6.344712
0.070381,0.006327,9.737216
0.078115,0.007822,6.555798
0.193597,0.012824,8.733842
0.125200,0.018514,6.164406
0.124384,0.008061,3.952998
0.085434,0.012140,3.432327
0.081417,0.014288,4.572204
0.121091,0.019312,7.566901
0.149688,0.029992,10.095044
0.117355,0.014150,3.316524
0.101567,0.031728,8.929618
0.105842,0.008646,2.008071
0.087684,0.028858,9.281052
0.132517,0.021192,9.095096
0.106538,0.029048,8.216662
0.060534,0.010670,9.308302
0.148452,0.008279,4.973034
0.070269,0.007423,8.327640
0.086133,0.026829,8.649344
0.068378,0.018240,8.554459
0.080607,0.010832,4.982228
0.184323,0.018415,9.888083
0.089877,0.011577,3.273527
0.111039,0.013699,3.539955
0.146779,0.019592,6.677909
0.094743,0.021696,7.382400
0.094338,0.027942,8.308670
0.153053,0.021489,8.789362
0.089815,0.005900,8.179011
0.110880,0.013296,3.046673
0.228866,0.010334,9.270748
0.108868,0.022011,7.094978
0.085681,0.017815,7.006904
0.066792,0.021635,9.099387
0.132344,0.022937,8.169188
0.126720,0.032240,8.441445
0.141697,0.027735,9.313469
0.173105,0.009502,5.510282
0.073627,0.016442,6.017294
0.121820,0.013502,3.761171
0.243273,0.007527,8.713050
0.225402,0.010217,8.237159
0.149152,0.015370,6.983695
0.173496,0.012236,7.262970
0.136855,0.006593,6.219025
0.069982,0.011653,7.867141
0.099896,0.027719,8.002747
0.164843,0.019055,8.468384
0.118706,0.011628,3.048151
0.083133,0.018075,6.351373
0.073628,0.011855,7.242383
0.097821,0.015844,4.432764
0.136851,0.015343,6.143004
0.103327,0.013589,2.942501
0.092139,0.025530,7.374345
0.099407,0.027571,8.424283
0.150028,0.007680,5.099138
0.082569,0.012551,4.540218
0.115389,0.027923,7.885896
0.127586,0.030675,9.136945
0.213788,0.011381,8.616813
0.143691,0.013697,6.843311
0.157046,0.013548,7.531663
0.144810,0.027350,9.976798
0.153847,0.020359,8.978012
0.128750,0.041997,9.568006
0.111017,0.015906,3.902874
0.111826,0.031708,9.713590
0.098127,0.009523,1.465642
0.129213,0.030938,8.292316
0.107516,0.027796,8.112663
0.113865,0.024992,7.279979
0.132594,0.016854,7.223708
0.098283,0.027137,8.121068
0.101949,0.018215,5.952293
0.071095,0.021619,9.299992
0.092013,0.006499,5.215738
0.075971,0.013231,6.446953
0.147669,0.029453,10.044875
0.192873,0.012346,8.523554
0.273638,0.009278,9.329200
0.093560,0.032993,9.313313
0.117676,0.013251,5.491046
0.083831,0.009946,5.555307
0.108061,0.036605,9.506971
0.135821,0.022164,7.596346
0.071419,0.024703,9.692286
0.103286,0.033107,9.220672
0.086387,0.009292,4.145978
0.136209,0.019973,6.397087
0.233306,0.010160,8.814073
0.069866,0.009323,8.777184
0.090772,0.027186,8.188936
0.123533,0.038859,9.853040
0.150902,0.015158,7.979562
0.088858,0.016323,5.348367
0.092014,0.015624,3.805027
0.078320,0.006886,7.000717
0.090998,0.016143,5.388830
0.128953,0.039414,9.547271
0.106690,0.032899,8.897519
0.108642,0.006217,5.097484
0.080064,0.017085,7.008010
0.102680,0.025924,7.484300
0.148446,0.021425,7.791906
0.102008,0.010894,1.539151
0.105869,0.005454,7.389384
0.076251,0.012908,6.899896
0.094868,0.024834,7.768490
0.094428,0.018378,5.842222
0.101356,0.023322,7.097182
0.092963,0.020868,7.853867
0.152511,0.015406,7.397578
0.104101,0.039612,10.203452
0.127112,0.016176,6.737277
0.154108,0.010340,4.224898
0.141309,0.029795,9.947911
0.083367,0.018540,8.211584
0.103752,0.031937,9.001360
0.127241,0.032141,9.646841
0.121944,0.037106,8.998240
0.097287,0.036838,9.959110
0.085921,0.006608,5.991082
0.088252,0.013423,3.831369
0.142093,0.031172,9.783405
0.092553,0.006889,6.308125
0.146030,0.027524,8.603045
0.112142,0.008661,2.338803
0.176358,0.009999,6.104871
0.101855,0.033340,9.251766
0.108340,0.008334,2.420518
0.090335,0.033237,9.594244
0.146848,0.027129,9.299585
0.085637,0.023307,7.700111
0.191701,0.011924,8.446928
0.147864,0.009512,3.039627
0.112336,0.020012,5.839031
0.124328,0.026981,8.039664
0.216600,0.009180,7.939246
0.080901,0.015331,6.383168
0.255032,0.008833,8.564750
0.113054,0.009965,3.442791
0.118962,0.011301,2.121258
0.080642,0.006156,7.175510
0.157562,0.025815,9.708666
0.123433,0.009109,3.182987
0.111897,0.026340,7.855327
0.106476,0.006493,4.659720
0.120079,0.023145,7.157184
0.156933,0.032949,10.212211
0.116171,0.023033,6.436846
0.153079,0.006782,6.617273
0.079168,0.006681,7.173392
0.077392,0.020988,9.232473
0.180995,0.009054,6.575656
0.096135,0.010376,2.592628
0.145481,0.012067,6.858546
0.183639,0.012668,7.649350
0.101811,0.030900,8.518696
0.104795,0.038507,10.093900
0.180983,0.005628,9.519115
0.081007,0.028911,9.840169
0.128201,0.022876,8.891358
0.122027,0.029165,7.863024
0.112342,0.029903,8.870177
0.078282,0.028783,9.481242
0.108567,0.024591,7.332390
0.099044,0.016301,4.854930
0.146422,0.037072,9.660757
0.146039,0.007737,4.758424
0.073689,0.020171,8.571660
0.151099,0.031927,9.781797
0.208150,0.005441,10.037627
0.148628,0.024433,9.464547
0.220929,0.012435,9.914604
0.192236,0.017398,10.096336
0.071534,0.008846,6.653042
0.191514,0.013694,9.347319
0.167912,0.019849,9.911022
0.127589,0.019569,6.212213
0.129163,0.022169,7.669373
0.121732,0.017429,6.702882
0.142125,0.027755,9.516143
0.104338,0.027195,7.771234
0.064995,0.008542,9.863089
0.134807,0.038447,9.562152
0.086602,0.027442,8.469900
0.106879,0.011176,2.440992
0.107125,0.021483,6.567317
0.061186,0.015536,10.021094
0.160139,0.013504,8.088471
0.141448,0.034195,9.471450
0.101889,0.032888,8.751996
0.104591,0.020234,6.031442
0.158363,0.006196,7.441117
0.151177,0.015012,8.265594
0.175045,0.021521,7.908398
0.104503,0.028571,8.132146
0.112113,0.016146,4.423033
0.156540,0.012674,6.857231
0.077846,0.009615,8.379470
0.121902,0.039430,9.647832
0.136919,0.016038,6.566211
0.135833,0.026335,8.734124
0.108225,0.036217,9.600154
0.184572,0.015204,9.430790
0.108670,0.037154,9.779696
0.112917,0.029866,8.779140
0.123600,0.020533,6.608024
0.164762,0.014083,7.473084
0.078353,0.020474,7.721017
0.114091,0.021473,6.385562
0.076882,0.022883,7.620639
0.154819,0.034055,10.016962
0.082924,0.020162,6.966008
0.088930,0.026546,8.426626
0.093980,0.011995,2.176554
0.154901,0.017619,8.388559
0.104255,0.014821,3.581712
0.151934,0.016515,7.501954
0.083941,0.006969,7.809004
0.075560,0.012738,4.349896
0.140946,0.012450,5.412776
0.129707,0.030702,8.634814
0.087196,0.012024,4.557739
0.105208,0.022228,6.536102
0.162954,0.009371,3.983308
0.166968,0.007667,4.589261
0.130512,0.009801,2.159714
0.130480,0.020857,6.461414
0.146260,0.032533,9.326054
0.083334,0.009994,5.228675
0.143167,0.013775,6.636104
0.109758,0.005689,6.385049
0.084858,0.012063,4.949479
0.104595,0.010541,0.808361
0.077468,0.008207,7.184580
0.135334,0.007030,5.730254
0.101576,0.005321,7.057807
0.090372,0.016481,4.656315
0.088770,0.026465,7.951681
0.092476,0.017391,5.635361
0.134645,0.021225,8.154427
0.167127,0.016992,9.654694
0.191299,0.018832,9.616370
0.208112,0.011938,9.747061
0.088310,0.005983,6.873217
0.081883,0.026026,8.529878
0.078315,0.020426,7.249321
0.089567,0.011645,1.798312
0.093255,0.017246,5.201199
0.218300,0.008688,8.064486
0.125465,0.012426,3.485687
0.124297,0.032315,8.512138
0.084040,0.008412,3.678799
0.078391,0.021762,8.268695
0.088182,0.019481,6.105808
0.161049,0.016275,7.631249
0.088688,0.016483,7.141101
0.080966,0.008503,4.816749
0.071473,0.020604,7.289206
0.091396,0.013562,3.089708
0.093817,0.014341,4.579629
0.089160,0.012626,3.593397
0.173245,0.012683,7.343636
0.098205,0.014961,3.714772
0.203709,0.009437,7.607458
0.088335,0.026700,8.433355
0.085807,0.009147,5.462621
0.066742,0.017385,9.716130
0.098600,0.016772,6.280828
0.152495,0.015183,7.607261
0.086663,0.018161,6.898105
0.080074,0.006603,8.201981
0.106152,0.015829,4.388448
0.075366,0.011443,5.693349
0.086797,0.011607,2.776427
0.199013,0.010227,7.145508
0.235150,0.009400,7.294448
0.086570,0.030245,10.000286
0.146434,0.027561,8.828972
0.110603,0.018901,5.543028
0.115447,0.016937,4.464601
0.102648,0.023779,7.310350
0.195120,0.013867,9.515636
0.115808,0.012668,3.611665
0.100081,0.036892,9.786601
0.203088,0.010573,7.356164
0.085645,0.029389,8.604127
0.098313,0.011447,1.078978
0.078894,0.016351,5.801954
0.086775,0.020830,6.592912
0.087996,0.012552,3.166196
0.104808,0.034982,9.271734
0.085611,0.027370,9.237891
0.140224,0.014741,6.324533
0.145526,0.019999,9.833484
0.090016,0.014020,3.325451
0.094145,0.018646,6.018692
0.115818,0.025604,7.201938
0.093615,0.008436,3.574425
0.095519,0.029264,8.384677
0.108217,0.008194,2.814874
0.098662,0.035575,9.309257
0.114646,0.030595,8.459986
0.104760,0.009994,1.307870
0.090699,0.009293,3.563298
0.098963,0.013768,3.344466
0.147215,0.025916,8.657141
0.083981,0.015841,4.813471
0.121376,0.008715,1.586288
0.136393,0.044970,10.176969
0.124641,0.024844,7.587353
0.074009,0.011514,8.210405
0.114660,0.004986,8.759262
0.087606,0.021659,7.013499
0.093138,0.025687,7.657408
0.078060,0.023769,9.147064
0.114350,0.025883,8.274959
0.062243,0.008913,9.194789
0.131316,0.008471,4.095245
0.079488,0.026076,7.820350
0.115082,0.025481,7.279242
0.201063,0.008540,7.211365
0.061356,0.021675,9.882094
0.097087,0.036033,9.784121
0.087904,0.034016,9.739178
0.175108,0.010594,7.199727
0.103749,0.018801,5.494062
0.132707,0.020381,7.917789
0.109385,0.038932,9.990190
0.216319,0.007369,8.731552
0.096052,0.033150,9.514345
0.130482,0.006672,5.467962
0.084737,0.016577,5.450102
0.114418,0.018730,5.748039
0.095727,0.019098,5.899121
0.095387,0.035822,9.993875
0.100895,0.025341,7.280364
0.094052,0.023463,7.702694
0.170539,0.009684,6.632159
0.095841,0.009073,1.800471
0.066716,0.008371,8.463538
0.136521,0.039616,10.102608
0.098141,0.021105,6.609923
0.119117,0.014796,3.917367
0.138941,0.031135,9.501059
0.098852,0.023845,7.102376
0.141244,0.016706,5.042122
0.112040,0.020224,5.804656
0.114682,0.008982,1.738015
0.084187,0.011777,4.129093
0.132427,0.015746,7.610387
0.130893,0.013367,5.383444
0.134803,0.012324,3.029427
0.125235,0.008340,2.840112
0.114792,0.008834,1.630714
0.131894,0.030531,9.942384
0.156996,0.009928,4.121923
0.111454,0.012500,3.740621
0.088669,0.015749,4.089439
0.103211,0.013836,2.936193
0.116647,0.010541,1.490810
0.128044,0.027481,7.990751
0.081909,0.018119,7.029663
0.121047,0.012200,3.335077
0.200364,0.011471,8.089746
0.139138,0.038956,9.761316
0.058031,0.015210,10.048283
0.097656,0.007013,4.548049
0.068514,0.020368,8.467582
0.085791,0.026926,7.870617
0.180784,0.017821,9.987323
0.104534,0.026287,7.679596
0.114185,0.017381,5.558607
0.064920,0.019486,8.885063
0.159690,0.013028,6.614816
0.099920,0.028491,8.284076
0.093993,0.011863,2.734787
0.088164,0.028342,9.755820
0.117543,0.034201,9.290718
0.070086,0.007994,9.466780
0.114073,0.030185,8.612779
0.115198,0.014103,4.624684
0.104401,0.033581,8.892505
0.166251,0.007265,6.421949
0.078217,0.025037,8.776842
0.110337,0.013539,2.875172
0.107575,0.022711,6.704976
0.156781,0.011453,6.843293
0.082568,0.019229,7.201780
0.138124,0.012501,5.197424
0.118124,0.022728,6.582028
0.119330,0.035560,9.388099
0.136619,0.036564,9.389139
0.187726,0.012838,8.191071
0.116193,0.017928,5.182197
0.217433,0.005358,10.106041
0.150737,0.021980,10.002130
0.170012,0.012570,8.187300
0.123939,0.031506,8.493043
0.113385,0.017649,5.035681
0.143360,0.023188,8.645100
0.202418,0.014811,9.908025
0.083173,0.029737,9.366152
0.119858,0.033424,9.021894
0.098152,0.036625,10.221708
0.170516,0.015105,8.908183
0.108645,0.014824,3.772930
0.180812,0.011184,8.398582
0.120066,0.006790,4.414024
0.135675,0.030293,8.357715
0.130994,0.029200,8.801166
0.109299,0.005073,8.038887
0.094918,0.015512,3.832576
0.168808,0.009853,6.413068
0.108056,0.012170,2.481165
0.196577,0.011850,9.368597
0.173016,0.017163,9.680171
0.078494,0.020871,7.398390
0.079485,0.021935,8.004274
0.179190,0.016768,9.839245
0.084688,0.015752,4.586635
0.123778,0.019351,5.211042
0.089102,0.027444,9.038182
0.136080,0.030985,9.067601
0.274166,0.006522,9.519302
0.142985,0.016060,6.772774
0.093573,0.018712,5.392436
0.139599,0.015280,7.414319
0.142965,0.029530,9.055244
0.087424,0.029715,9.359194
0.152376,0.017354,7.671383
0.094687,0.016473,4.788619
0.191175,0.011814,6.943836
0.100647,0.027746,8.427489
0.085115,0.005021,9.753237
0.164392,0.023756,9.852317
0.157066,0.015786,8.733696
0.110815,0.023877,7.061711
0.085084,0.023179,8.217648
0.214913,0.012416,9.930923
0.103998,0.018425,5.214951
0.121927,0.017626,6.750499
0.067256,0.007625,7.205930
0.194392,0.010630,8.177570
0.121651,0.015114,4.280285
0.139606,0.036290,8.914156
0.105137,0.029997,8.239683
0.105963,0.020003,5.866208
0.142360,0.023141,8.516590
0.069189,0.021571,8.071979
0.128387,0.007648,4.096549
0.127878,0.021275,8.074259
0.083504,0.012582,5.339734
0.138945,0.030513,8.638422
0.103884,0.011292,2.028338
0.083404,0.019427,8.906160
0.077526,0.007817,7.459561
0.106672,0.014461,3.137450
0.102609,0.023788,6.894029
0.090026,0.028664,9.172285
0.112231,0.009736,1.783017
0.064776,0.023903,10.219876
0.148356,0.016129,6.905092
0.111292,0.013217,3.542965
0.082190,0.011433,5.329887
0.066861,0.013736,8.114067
0.152873,0.006496,6.486501
0.136485,0.015046,6.329819
0.117027,0.026494,7.761434
0.096504,0.010483,3.064429
0.149002,0.016012,5.538380
0.102775,0.021451,6.103722
0.099085,0.029547,8.988611
0.149642,0.021502,8.606492
0.114289,0.024527,7.355096
0.113112,0.009696,0.748474
0.109663,0.028267,7.598281
0.062801,0.018446,8.958909
0.121397,0.011893,2.617936
0.131431,0.007601,4.373071
0.086599,0.019653,6.280768
0.094899,0.019429,6.514604
0.199665,0.014697,9.588655
0.093335,0.017439,5.513995
0.164947,0.012417,7.386485
0.102978,0.034321,8.879713
0.143914,0.028743,10.000566
0.095362,0.028584,9.094352
0.141316,0.012014,5.604192
0.161204,0.021740,9.466544
0.100058,0.012666,2.539977
0.141026,0.008351,4.044823
0.120339,0.022546,6.332693
0.120738,0.030984,9.681877
0.228615,0.006806,8.678508
0.162156,0.017343,9.727444
0.117318,0.014705,3.728137
0.156890,0.018970,9.001585
0.072875,0.022770,10.069331
0.146626,0.015214,7.394535
0.094820,0.012987,3.661503
0.077402,0.007992,7.822437
0.063824,0.010404,8.614805
0.084381,0.010272,3.993257
0.135269,0.030355,9.526005
0.115935,0.019675,6.231797
0.072706,0.023163,8.274507
0.083086,0.023000,7.996834
0.083592,0.019802,7.170810
0.093733,0.015353,3.975914
0.134513,0.026579,10.028421
0.079751,0.021710,7.897547
0.082259,0.024829,7.933306
0.111453,0.033497,8.887540
0.085982,0.017077,5.916635
0.084456,0.006166,6.684443
0.079641,0.013621,5.486512
0.115691,0.018361,7.476255
0.111615,0.030122,8.422822
0.190070,0.007460,7.530720
0.073195,0.007054,8.015578
0.134151,0.017490,7.310258
0.100827,0.036009,9.716859
0.079813,0.024364,8.055334
0.105420,0.020320,6.210654
0.123896,0.027728,9.664166
0.168260,0.012672,6.712950
0.093495,0.010757,2.764663
0.168122,0.012761,7.241444
0.112000,0.027913,7.857780
0.088447,0.018354,6.495041
0.125688,0.022379,7.725889
0.103688,0.019855,6.224522
0.091466,0.014746,3.892632
0.064555,0.018525,9.902584
0.162921,0.009246,5.519488
0.077439,0.013779,5.634538
0.172886,0.010657,7.885644
0.113945,0.009388,0.749918
0.074925,0.019145,8.700057
0.136466,0.005023,8.987852
0.112097,0.018484,6.111114
0.073783,0.019451,6.583530
0.077489,0.007608,6.646069
0.100750,0.021279,5.836637
0.075687,0.011530,5.512444
0.060492,0.015612,9.212636
0.138521,0.021165,7.453612
0.113243,0.041301,9.861978
0.085833,0.024008,7.633919
0.146319,0.032693,9.669343
0.084732,0.014425,4.096105
0.080069,0.011702,6.506089
0.158262,0.012716,7.472952
0.105401,0.009202,1.396653
0.075211,0.020029,9.169759
0.108796,0.019260,6.095779
0.082795,0.020066,7.033343
0.214780,0.011311,8.401306
0.102196,0.027303,8.114478
0.133999,0.022066,6.909555
0.090067,0.010599,1.015195
0.100504,0.006163,5.873798
0.098145,0.022246,7.108344
0.077663,0.007070,5.198367
0.130031,0.018860,6.949740
0.123747,0.018203,7.119975
0.078321,0.024714,9.866561
0.121261,0.030545,8.277093
0.121146,0.036744,9.229238
0.093120,0.008636,3.827714
0.097110,0.031285,9.119066
0.156141,0.012786,8.095466
0.133632,0.012078,5.734869
0.091988,0.009675,1.531808
0.064757,0.020630,9.193000
0.116502,0.019203,5.242147
0.072015,0.011072,3.224951
0.098297,0.031351,8.615543
0.136326,0.006097,7.079148
0.124210,0.023271,6.625491
0.190654,0.011599,8.055258
0.086209,0.022300,7.281430
0.182144,0.017307,9.850334
0.144735,0.024358,7.759962
0.115838,0.040038,9.725480
0.109890,0.038309,9.823565
0.114053,0.023440,7.209647
0.125264,0.033025,9.263999
0.119626,0.025624,8.445968
0.175186,0.018599,9.683749
0.085685,0.008955,4.072432
0.155786,0.022448,10.208131
0.068332,0.009092,7.194335
0.097030,0.025582,7.662004
0.219217,0.006177,9.217249
0.116248,0.037325,9.592258
0.098602,0.010271,1.182010
0.098775,0.025242,7.993121
0.147769,0.021427,9.120117
0.151473,0.009382,3.992290
0.186219,0.019073,10.090065
0.150420,0.016490,7.875351
0.135236,0.037807,9.777975
0.165147,0.019301,8.647828
0.102020,0.019000,5.902966
0.089330,0.020428,6.758902
0.127312,0.010142,3.547419
0.126428,0.034844,8.589353
0.065427,0.013610,8.881452
0.104874,0.019403,5.705161
0.134101,0.025208,8.145612
0.081539,0.032455,10.188785
0.072634,0.024071,9.803498
0.154967,0.023965,9.542237
0.167077,0.018726,9.318042
0.094530,0.033451,9.681694
0.107245,0.017711,5.150826
0.118173,0.021081,6.866076
0.096551,0.036729,9.703035
0.173223,0.014202,9.370527
0.155386,0.007891,4.349086
0.113329,0.014600,4.502547
0.130729,0.033196,8.717727
0.190135,0.015445,10.039336
0.064858,0.015896,9.628753
0.098418,0.018511,5.471228
0.114601,0.015116,4.600059
0.131869,0.006573,5.427007
0.112316,0.017219,4.017776
0.154166,0.021142,9.292141
0.181193,0.017889,9.859560
0.208132,0.007991,7.817394
0.081918,0.028260,9.795570
0.098225,0.022727,7.275019
0.172232,0.018555,9.905454
0.144472,0.012392,4.438436
0.123353,0.008131,3.586886
0.077340,0.025090,8.818207
0.125625,0.041530,9.808763
0.169702,0.015005,9.355023
0.105724,0.023300,7.222454
0.120887,0.012231,2.858932
0.127035,0.029794,8.730512
0.131132,0.029610,8.895316
0.108322,0.017316,5.112037
0.168645,0.017853,9.223818
0.101877,0.008586,1.345056
0.115507,0.006203,6.233926
0.148624,0.020837,9.173453
0.139670,0.016433,7.423851
0.129992,0.016387,5.841609
0.096828,0.013450,5.185665
0.071841,0.012708,7.368504
0.133370,0.018964,7.938815
0.105574,0.027066,7.714353
0.066179,0.016458,7.132952
0.093037,0.032883,9.526206
0.188372,0.007587,6.437683
0.151358,0.020645,8.466227
0.164003,0.010760,7.414279
0.116222,0.010893,2.831859
0.067111,0.017208,8.513634
0.092561,0.015342,6.016866
0.114623,0.030521,8.941980
0.112124,0.030410,8.285598
0.162562,0.018588,9.566955
0.128799,0.015050,5.940719
0.135800,0.018103,6.504955
0.130008,0.018114,6.983630
0.087946,0.032148,9.794990
0.092041,0.018920,6.382301
0.100977,0.036507,9.996061
0.078938,0.008404,7.183329
0.071076,0.024386,8.582000
0.153724,0.025376,10.129832
0.113291,0.015153,4.022191
0.072489,0.012289,6.407520
0.185845,0.012947,8.525648
0.075351,0.016485,5.588930
0.201529,0.015596,10.037948
0.128336,0.036654,9.621461
0.088187,0.022104,6.682482
0.166074,0.011821,7.267212
0.135581,0.009481,3.942794
0.111921,0.034735,9.691141
0.077090,0.014715,6.154085
0.139344,0.031280,9.237954
0.149312,0.005461,7.986860
0.072933,0.013983,8.087331
0.096325,0.016055,4.682336
0.179757,0.014393,8.262882
0.103508,0.020316,7.039281
0.134794,0.022185,7.897260
0.117927,0.006300,4.876428
0.104953,0.030989,8.518793
0.129118,0.027235,8.468067
0.162720,0.016519,9.448221
0.102375,0.029465,8.241824
0.118132,0.015279,4.439598
0.072059,0.023218,7.715473
0.127292,0.028570,8.543225
0.128346,0.035043,9.395420
0.117515,0.015601,4.548513
0.145244,0.014696,6.986009
0.069769,0.011246,8.723902
0.102874,0.023900,7.235993
0.142146,0.027966,8.139950
0.084201,0.012080,2.250620
0.087424,0.016730,5.889847
0.132981,0.042679,10.153391
0.057905,0.014889,9.801548
0.096457,0.004716,9.091545
0.114894,0.012965,2.619413
0.140552,0.017537,7.376773
0.097114,0.018485,5.250623
0.132745,0.007791,4.210001
0.100279,0.019752,5.874813
0.148527,0.009060,4.437187
0.103960,0.018394,5.481193
0.099329,0.027756,8.028969
0.056159,0.011378,9.195918
0.211092,0.008229,7.955656
0.086012,0.028730,9.037201
0.132699,0.028890,9.489130
0.139428,0.019040,8.744921
0.076544,0.018254,7.815345
0.089487,0.015120,5.490908
0.213079,0.012839,10.177478
0.141128,0.026391,10.026475
0.157065,0.010622,4.848740
0.192313,0.011782,8.807783
0.173456,0.008427,6.973856
0.184748,0.015149,9.861518
0.097964,0.013260,2.756831
0.189763,0.009603,7.399347
0.110457,0.032449,8.871748
0.187450,0.012185,8.351090
0.071551,0.021572,9.131900
0.128450,0.038285,9.299934
0.096687,0.031889,9.287219
0.255987,0.007086,9.315262
0.103943,0.024331,7.593264
0.101057,0.027825,7.967386
0.115593,0.010728,1.820931
0.078838,0.012006,5.635857
0.115971,0.030610,8.234654
0.101561,0.006241,7.066934
0.170256,0.009908,6.752525
0.215566,0.009838,8.789276
0.107573,0.041314,10.193325
0.062895,0.013636,7.392500
0.265891,0.010866,10.129247
0.154188,0.012378,7.232324
0.203003,0.015550,9.746421
0.115145,0.012887,3.030400
0.102777,0.005602,6.409989
0.092366,0.019181,6.504903
0.103744,0.009910,1.066878
0.169097,0.012188,8.702926
0.095992,0.017040,4.693559
0.097990,0.033936,9.817128
0.122516,0.010042,2.343402
0.071982,0.008479,6.764176
0.106682,0.029309,8.230851
0.119966,0.025668,8.263928
0.096169,0.014407,3.633643
0.080415,0.019113,8.692086
0.182329,0.009815,6.410270
0.134287,0.029940,8.919738
0.061576,0.017620,9.962990
0.083424,0.015998,5.136650
0.096715,0.014546,4.009816
0.207506,0.011209,8.097794
0.103058,0.035680,9.351276
0.140216,0.017917,8.808246
0.092560,0.029817,9.136814
0.194245,0.011598,8.859534
0.079325,0.023033,7.713185
0.130215,0.012309,3.557937
0.228145,0.010557,8.130787
0.088241,0.027600,8.511602
0.222344,0.010607,8.871162
0.102830,0.007887,2.097092
0.110697,0.034238,9.103554
0.094285,0.006813,5.108796
0.104332,0.008064,2.570261
0.108565,0.010832,2.712635
0.128373,0.038692,9.829037
0.105063,0.032267,8.919543
0.171585,0.014775,9.285259
0.112853,0.025984,7.821750
0.067690,0.010629,6.941336
0.118832,0.011401,3.293119
0.096166,0.021655,6.780927
0.123848,0.011863,2.843355
0.196792,0.008631,6.717583
0.098434,0.023981,7.153524
0.082800,0.012548,4.674865
0.124949,0.014788,4.863703
0.109529,0.036341,9.780451
0.162394,0.019121,9.092184
0.103871,0.021480,6.521729
0.138402,0.018844,7.416171
0.080044,0.020887,6.468949
0.090956,0.022043,7.573796
0.068352,0.007986,8.990256
0.130564,0.021525,7.737968
0.093917,0.026392,8.263569
0.072307,0.007590,7.372539
0.103226,0.020511,5.770399
0.124028,0.039434,10.225670
0.133917,0.016033,7.700082
0.110336,0.014673,3.646665
0.078316,0.016025,8.693719
0.224596,0.011179,8.557195
0.167379,0.008289,5.276902
0.131535,0.030348,8.279796
0.132831,0.020441,6.718939
0.096795,0.015349,4.227822
0.081313,0.025539,8.290332
0.083084,0.007267,6.041186
0.078878,0.014613,7.213002
0.223253,0.010020,8.705808
0.125696,0.019968,7.133535
0.093011,0.037148,10.208770
0.106685,0.021344,6.309132
0.087891,0.023557,7.366998
0.100808,0.024835,7.204543
0.059992,0.016029,9.621954
0.062461,0.014176,8.772887
0.105993,0.017377,4.661673
0.096579,0.026393,7.833322
0.139503,0.025807,9.381364
0.132377,0.011866,5.189596
0.224065,0.006477,9.057279
0.140452,0.030195,10.004197
0.116004,0.015077,4.496433
0.111347,0.018475,5.515147
0.079917,0.011384,5.587261
0.113263,0.011161,3.098577
0.123893,0.029820,8.117327
0.161486,0.023508,9.777132
