beta,gamma,epsilon
0.117376,0.010787,3.588709
0.088251,0.014312,4.311027
0.124792,0.008589,3.494868
0.121658,0.013027,4.068962
0.096602,0.013508,3.316095
0.103568,0.013720,3.530796
0.144568,0.009244,3.986994
0.091456,0.007610,4.677352
0.118977,0.007726,2.908437
0.102438,0.018337,5.353424
0.081402,0.012060,4.386885
0.137623,0.011333,4.167830
0.101275,0.009022,2.439628
0.122211,0.014873,4.666880
0.118030,0.014752,4.196328
0.106432,0.017737,5.379620
0.077704,0.013413,5.826725
0.094277,0.008577,2.567649
0.098952,0.008619,1.832126
0.101911,0.008789,1.416696
0.099006,0.017259,5.794426
0.099429,0.011618,1.869473
0.112581,0.009001,1.503078
0.103945,0.014898,3.966540
0.115684,0.013042,4.038043
0.107164,0.006825,4.912491
0.123160,0.019065,5.716993
0.096993,0.015102,3.732611
0.104604,0.006691,4.156452
0.090409,0.015785,4.793687
0.115919,0.007493,3.247533
0.096446,0.018580,5.677099
0.107462,0.010158,1.087760
0.086613,0.011814,2.421296
0.128055,0.016340,4.785553
0.087631,0.011084,5.205220
0.119984,0.009908,2.544340
0.092646,0.018751,5.664402
0.095815,0.009763,2.569498
0.108798,0.018554,5.769844
0.094597,0.013947,3.275652
0.105352,0.009839,1.235788
0.097965,0.019717,5.580662
0.097289,0.016745,4.744606
0.090768,0.012528,4.212761
0.104472,0.018084,5.668257
0.151220,0.010700,5.644909
0.098844,0.008982,1.663107
0.102372,0.012286,2.144453
0.121712,0.013750,3.377464
0.112236,0.014521,4.466730
0.130656,0.008270,3.343261
0.124383,0.009034,2.826550
0.094569,0.014320,3.273190
0.120605,0.015771,4.320375
0.086433,0.009698,3.186422
0.084156,0.009502,4.255215
0.123387,0.008286,3.704167
0.110264,0.007377,3.840406
0.104353,0.010211,2.309045
0.097570,0.014497,3.920228
0.108146,0.013242,2.703667
0.118531,0.009829,2.763399
0.115770,0.016328,5.000070
0.099114,0.006224,5.264849
0.094184,0.018700,5.936525
0.127601,0.011157,3.389983
0.116557,0.015600,5.209567
0.119376,0.007299,3.732072
0.080163,0.013804,5.664791
0.104686,0.012164,2.123907
0.110705,0.009368,1.469512
0.116680,0.017879,5.239449
0.120795,0.012057,4.395737
0.125660,0.014905,4.573894
0.098796,0.007811,4.308150
0.116787,0.019062,5.665836
0.112078,0.015538,4.101358
0.105513,0.007902,3.000146
0.085272,0.011594,4.032060
0.109188,0.009658,2.364181
0.130850,0.009226,3.621606
0.098745,0.008977,1.893433
0.116519,0.008687,1.935856
0.135902,0.010045,4.525546
0.113126,0.012449,2.247314
0.117520,0.016415,5.681859
0.122807,0.014639,5.770804
0.102155,0.013311,3.359802
0.120411,0.013892,3.716052
0.169031,0.008248,5.929239
0.095913,0.013916,3.911419
0.083117,0.009304,3.907299
0.127880,0.011316,3.755941
0.116850,0.020367,5.769761
0.074999,0.014590,5.772654
0.111412,0.006734,5.394429
0.134478,0.007022,5.075365
0.098108,0.013185,3.353259
0.113207,0.008639,1.851532
0.084541,0.016767,5.747513
0.123420,0.014414,4.035861
0.097546,0.011055,1.875366
0.109871,0.012623,2.718587
0.079491,0.014678,4.431027
0.121576,0.016717,5.282477
0.144878,0.012468,4.932109
0.092887,0.008022,3.558025
0.102274,0.016869,4.795401
0.105466,0.012211,2.343109
0.119730,0.014275,4.432095
0.128010,0.008527,2.786885
0.110692,0.019636,5.363136
0.091707,0.009866,2.140814
0.110059,0.008263,2.284979
0.141995,0.009841,3.914197
0.101573,0.018164,5.448371
0.103376,0.010125,0.880654
0.112911,0.015848,4.191928
0.087167,0.015424,4.681906
0.131765,0.013204,4.265595
0.126639,0.015115,5.315935
0.095735,0.010309,1.152985
0.090983,0.014540,4.043885
0.124146,0.009364,2.632370
0.095553,0.017297,5.179757
0.132392,0.010460,3.648295
0.088558,0.014183,5.633123
0.134963,0.013255,5.014340
0.090126,0.019111,5.427024
0.104721,0.013225,2.958444
0.082715,0.010787,1.986131
0.097592,0.012120,2.605887
0.089134,0.008325,3.552772
0.093345,0.012161,2.687877
0.125310,0.015373,4.574552
0.083502,0.011746,3.823254
0.118927,0.013951,3.460168
0.101458,0.011891,1.979363
0.103539,0.015425,3.928594
0.105648,0.014108,3.102597
0.096217,0.006318,5.721276
0.106042,0.012929,2.450930
0.097351,0.008836,2.400593
0.084206,0.014072,3.950694
0.094651,0.013747,2.479096
0.121787,0.009794,3.310723
0.112796,0.013599,2.905279
0.129850,0.009499,3.677867
0.101400,0.008959,1.701272
0.125858,0.012566,4.657619
0.090819,0.019173,5.737748
0.106492,0.017085,5.013582
0.096131,0.013627,3.041754
0.089534,0.012849,5.225115
0.091000,0.012812,3.093969
0.132468,0.009493,3.956225
0.141719,0.012015,4.453410
0.091616,0.017558,5.626707
0.102638,0.011216,1.527014
0.120529,0.012328,3.589542
0.093942,0.013351,4.496211
0.128597,0.011643,3.786782
0.110399,0.016488,5.387900
0.107254,0.008331,1.645842
0.118923,0.011948,3.095508
0.137833,0.012994,5.241639
0.080015,0.010218,4.584847
0.129412,0.007576,4.582394
0.094252,0.016719,4.484988
0.085427,0.018964,5.750665
0.138992,0.012611,5.181569
0.123903,0.019804,5.911736
0.125118,0.015137,5.187241
0.092500,0.016647,5.120896
0.084270,0.009712,2.699316
0.140655,0.011088,4.468496
0.088339,0.015747,5.177471
0.134551,0.010137,5.306241
0.118750,0.011174,2.689442
0.134359,0.007465,3.999762
0.110957,0.006935,4.885836
0.092097,0.018129,5.898164
0.101223,0.010720,1.148975
0.102296,0.017374,4.997962
0.115531,0.015354,3.497325
0.094068,0.014411,5.047781
0.138157,0.009865,3.164564
0.104337,0.017855,5.140216
0.116297,0.017406,5.114987
0.127970,0.012821,4.400592
0.118478,0.008406,4.090400
0.121001,0.016701,5.699879
0.114201,0.013981,3.591658
0.122761,0.011875,3.093658
0.097306,0.008753,2.456253
0.112745,0.008242,2.992372
0.106787,0.011440,1.255750
0.098980,0.016560,4.535109
0.111111,0.015810,4.454497
0.091620,0.009111,3.807742
0.103272,0.010544,1.244532
0.116905,0.011838,2.003788
0.113164,0.015113,4.621969
0.109095,0.010194,0.522378
0.102688,0.015323,4.058870
0.111494,0.011973,3.440123
0.099294,0.010220,0.935198
0.083997,0.018701,5.397525
0.116556,0.007937,2.697764
0.101269,0.010821,1.286262
0.091269,0.017302,5.582926
0.091550,0.011516,2.293594
0.083154,0.011142,5.394354
0.089553,0.018663,5.982123
0.103958,0.009301,1.534505
0.113080,0.010612,1.650024
0.095576,0.013745,3.707634
0.098814,0.016763,4.765438
0.112037,0.010751,1.032253
0.095699,0.017555,5.332507
0.086099,0.010767,2.846575
0.103411,0.010631,1.045307
0.118412,0.020334,5.662272
0.126820,0.011095,1.816454
0.128935,0.017846,5.870975
0.104761,0.007431,3.512415
0.108841,0.018552,5.677340
0.126972,0.014031,5.787756
0.123477,0.014950,4.201301
0.096385,0.007255,4.137295
0.098107,0.011773,2.502900
0.122118,0.007922,3.020321
0.079211,0.013747,4.897769
0.086839,0.018520,5.806962
0.125856,0.010520,4.572672
0.116238,0.017420,4.938463
0.094168,0.009412,2.285678
0.098471,0.015221,3.828011
0.093206,0.015379,5.088340
0.132064,0.009901,2.995893
0.110491,0.009955,1.159145
0.111395,0.009843,0.993384
0.086737,0.014668,3.839071
0.083004,0.012424,5.704360
0.105561,0.007318,2.972165
0.112455,0.007179,3.888848
0.104415,0.016655,4.605341
0.126065,0.006656,5.035167
0.103344,0.019108,5.837917
0.097655,0.006787,4.796450
0.109315,0.020587,5.906813
0.139799,0.008141,4.370934
0.132602,0.008809,3.582773
0.110979,0.016102,4.481661
0.090305,0.013339,3.314398
0.112047,0.008619,1.905757
0.110628,0.019405,5.493312
0.116338,0.017047,4.696873
0.106549,0.007611,2.547529
0.122967,0.010473,3.331221
0.092750,0.009269,2.853712
0.114677,0.011709,2.206843
0.108415,0.019447,5.692290
0.125176,0.012163,4.571561
0.114534,0.012743,2.989146
0.114650,0.017337,4.789310
0.110762,0.011547,1.839164
0.141510,0.010430,3.302060
0.101541,0.010980,2.065578
0.129652,0.008501,3.089541
0.131357,0.011679,4.548645
0.106323,0.008373,2.683289
0.116166,0.016261,4.236453
0.104413,0.013700,3.661605
0.109501,0.017324,4.788617
0.106191,0.008101,2.455558
0.127490,0.011992,2.719722
0.128535,0.014843,5.803188
0.115773,0.014237,3.542063
0.077465,0.011949,3.801750
0.109894,0.007125,4.045433
0.108833,0.008459,2.234003
0.118735,0.014410,4.528935
0.140329,0.009082,3.711919
0.122289,0.006800,3.911171
0.150212,0.007069,5.096208
0.087306,0.007323,4.714867
0.121861,0.006901,4.635930
0.101223,0.011113,1.738277
0.115748,0.011313,1.740650
0.104532,0.016631,4.226412
0.117908,0.017500,5.550586
0.097061,0.008031,2.617800
0.134425,0.013360,5.657415
0.081042,0.012157,5.456805
0.083605,0.014420,4.274289
0.133896,0.007356,5.628829
0.125348,0.015658,5.356325
0.099277,0.017909,4.991399
0.136161,0.008763,3.373526
0.132452,0.013242,5.624644
0.102475,0.006712,4.989761
0.114134,0.009869,1.309053
0.108468,0.016067,4.429009
0.093523,0.016546,5.711398
0.095517,0.014847,4.170844
0.127225,0.019387,5.928580
0.123196,0.011551,4.064605
0.127391,0.015731,5.885364
0.152154,0.009328,3.607189
0.128002,0.010598,3.306698
0.091049,0.013438,4.111669
0.114084,0.019380,5.850374
0.093881,0.011092,1.706768
0.115525,0.015395,4.266851
0.096931,0.017294,5.741458
0.123116,0.010334,2.491581
0.113657,0.014614,3.980868
0.115256,0.016243,4.747778
0.129485,0.015603,4.226719
0.115821,0.008423,3.608534
0.103423,0.006604,5.652699
0.091052,0.007981,4.865247
0.097468,0.010017,0.986818
0.115172,0.009631,1.093694
0.145551,0.009369,4.577590
0.125698,0.011373,2.213170
0.119169,0.008869,1.727087
0.143828,0.007025,5.367360
0.105605,0.013066,3.004332
0.107679,0.015725,4.596955
0.096018,0.009523,2.526776
0.137079,0.014346,5.863455
0.124904,0.013468,3.964632
0.134856,0.011165,5.648602
0.108803,0.013538,3.512732
0.113401,0.017587,4.920405
0.080856,0.011636,3.905971
0.110631,0.006871,4.352871
0.099075,0.014388,3.669326
0.108671,0.017433,4.966702
0.087407,0.010474,4.710081
0.119407,0.008676,1.970497
0.089859,0.011614,3.474028
0.109580,0.012962,2.771707
0.102751,0.010950,2.095428
0.131026,0.015758,4.746114
0.097282,0.013503,4.159620
0.126744,0.012047,4.702962
0.121429,0.007449,3.885668
0.113893,0.007087,3.984796
0.132737,0.007391,5.651596
0.117655,0.011964,3.947743
0.119224,0.009318,3.301071
0.085974,0.011901,4.040456
0.096877,0.018537,5.763417
0.120490,0.007535,4.467833
0.112468,0.019701,5.777201
0.126063,0.007385,4.427877
0.105591,0.018624,5.615545
0.137124,0.008380,4.622714
0.108004,0.006518,4.569094
0.114368,0.007837,3.118613
0.128518,0.009594,3.900581
0.116724,0.013660,3.181896
0.109550,0.018089,5.226108
0.137776,0.012208,4.757059
0.130400,0.008425,2.312306
0.107634,0.012916,2.295935
0.128590,0.007704,4.685616
0.100975,0.012002,2.378958
0.097970,0.007089,4.382158
0.109294,0.009464,1.584067
0.092389,0.014489,3.413877
0.102649,0.013258,3.636342
0.093684,0.010683,2.156402
0.106021,0.017537,4.733442
0.086028,0.018710,5.715121
0.067564,0.011375,5.280367
0.114630,0.017508,5.282394
0.123039,0.007640,3.596635
0.104204,0.009164,3.364054
0.134151,0.009402,2.948928
0.110328,0.011084,2.988513
0.114174,0.016362,4.536288
0.097204,0.014519,4.222510
0.088773,0.007154,5.860022
0.122075,0.014878,4.737579
0.107548,0.014692,3.742111
0.144881,0.007078,5.218001
0.088528,0.007737,4.031218
0.107049,0.010441,1.254321
0.111469,0.009772,2.023433
0.124183,0.013733,5.317194
0.088781,0.017623,5.383786
0.124040,0.016080,5.423100
0.137522,0.012836,4.155776
0.087059,0.008512,2.838622
0.118915,0.013562,4.090680
0.117851,0.016262,5.322070
0.097923,0.014409,4.173208
0.108262,0.008405,1.631448
0.153501,0.008509,2.948214
0.094692,0.009164,3.490042
0.122598,0.013339,3.119158
0.097274,0.014816,3.754858
0.105697,0.005733,5.915731
0.115529,0.019931,5.867761
0.080130,0.010554,3.912981
0.103315,0.018402,5.434556
0.085105,0.008247,4.842141
0.106948,0.011093,1.389751
0.115726,0.018404,5.255750
0.098481,0.014866,3.508393
0.092438,0.011223,2.947920
0.105482,0.010747,0.976481
0.089740,0.008486,4.467733
0.120912,0.017220,5.569715
0.085196,0.011572,2.427527
0.111628,0.010258,1.063059
0.088667,0.015168,4.106062
0.156686,0.009215,5.697816
0.103277,0.013842,3.204270
0.127851,0.006472,5.181267
0.094965,0.009908,3.181037
0.128269,0.013521,5.250472
0.133847,0.012724,5.035316
0.120530,0.020374,5.892340
0.118036,0.008309,2.474863
0.087153,0.009233,3.060628
0.119768,0.015024,4.578522
0.104778,0.017856,5.468237
0.114391,0.016248,4.533658
0.106232,0.016351,4.898582
0.105739,0.010434,1.359349
0.113217,0.016285,4.338203
0.105195,0.019940,5.780969
0.103342,0.006481,4.861737
0.110745,0.021666,5.945958
0.095594,0.019173,5.424474
0.117138,0.007957,2.621803
0.112956,0.017376,4.967496
0.133637,0.011224,4.032229
0.112992,0.017991,5.622693
0.088185,0.010920,2.049500
0.146624,0.012990,5.282138
0.117494,0.012692,2.742777
0.098058,0.010546,1.043406
0.102839,0.006214,4.858254
0.096352,0.017021,4.894595
0.089495,0.011932,2.725735
0.140574,0.011772,5.208526
0.104169,0.013786,3.095902
0.095572,0.007338,3.831977
0.104419,0.007625,2.971337
0.111759,0.021466,5.800606
0.112442,0.009432,2.522684
0.142085,0.007038,5.675301
0.095961,0.009014,2.831403
0.112357,0.008528,2.324240
0.087450,0.010781,4.661738
0.075604,0.015597,5.724806
0.091715,0.015191,3.827246
0.134501,0.007367,4.981784
0.104034,0.018293,5.671070
0.131429,0.014504,4.183664
0.105255,0.013859,3.962424
0.083470,0.012271,4.357417
0.093601,0.008027,2.881583
0.096852,0.012098,2.222298
0.116823,0.006695,4.894981
0.107564,0.012838,3.359137
0.135376,0.008352,4.285535
0.104832,0.014098,3.778086
0.111018,0.007741,3.349300
0.130619,0.007987,4.624921
0.095665,0.016580,5.204039
0.119220,0.007092,4.181240
0.109582,0.014186,4.062549
0.098968,0.018412,5.222128
0.126295,0.009437,1.835053
0.101278,0.011029,2.967960
0.099375,0.011926,2.386341
0.119694,0.015733,4.711008
0.109621,0.017966,5.516631
0.123763,0.016917,5.334489
0.105155,0.008484,3.451856
0.092217,0.019606,5.407846
0.155514,0.009185,5.786103
0.118873,0.009362,1.623311
0.116286,0.006750,5.415424
0.079302,0.015980,5.733224
0.097338,0.012495,2.433324
0.115513,0.017377,5.243686
0.088464,0.015169,4.219421
0.099710,0.014777,4.715499
0.116247,0.014456,4.775997
0.111003,0.014041,3.850840
0.099461,0.015025,3.911961
0.108772,0.015919,4.532009
0.147372,0.007529,4.723669
0.120913,0.012787,5.337667
0.088399,0.007955,5.131247
0.083991,0.015400,4.911011
0.091266,0.014239,4.423553
0.102124,0.006593,5.372360
0.120709,0.012690,3.848876
0.131231,0.010667,2.919296
0.118906,0.010987,2.855203
0.095255,0.017506,5.216746
0.133086,0.012837,5.654044
0.091380,0.006756,4.395426
0.095225,0.018978,5.644894
0.101652,0.018670,5.325216
0.117734,0.014328,4.561097
0.084126,0.012386,5.383323
0.110837,0.012558,2.586183
0.105536,0.006958,3.987769
0.124295,0.013339,4.910553
0.113531,0.007648,3.087129
0.093721,0.018359,5.544050
0.084550,0.012945,3.732617
0.106939,0.016885,4.633112
0.096650,0.016060,4.182392
0.089699,0.013786,5.149919
0.135785,0.014768,5.529862
0.143388,0.011900,3.957122
0.106720,0.014832,4.204835
0.084944,0.017762,5.609158
0.078066,0.012989,4.349124
0.131006,0.010532,3.596200
0.097982,0.008359,3.653304
0.121594,0.009555,2.172581
0.108112,0.006918,3.605077
0.111879,0.016153,4.461640
0.111851,0.009973,1.116080
0.111070,0.016281,4.049888
0.110881,0.016330,4.599635
0.084004,0.013355,4.850930
0.123551,0.017832,5.643984
0.077829,0.014301,4.127378
0.079787,0.008405,5.249767
0.110409,0.015906,4.134364
0.121527,0.017243,4.923783
0.110915,0.009792,2.312298
0.103588,0.014783,4.130021
0.099118,0.017624,4.405330
0.105496,0.013625,2.905693
0.123122,0.014681,5.086740
0.115573,0.013103,3.331426
0.093746,0.017494,4.837003
0.111938,0.009380,1.324769
0.086781,0.015487,4.462605
0.127559,0.013244,4.913256
0.085189,0.012403,3.351819
0.103381,0.008306,2.953630
0.124471,0.015477,5.305602
0.093067,0.010697,0.816809
0.106535,0.015379,4.145271
0.127547,0.013198,4.245846
0.110836,0.014945,4.579782
0.092038,0.009219,2.163785
0.152572,0.009426,5.803962
0.089216,0.008224,3.763112
0.101122,0.015867,4.615158
0.098190,0.017784,5.340104
0.125550,0.014364,4.891108
0.100596,0.016645,5.040775
0.122306,0.008011,3.202384
0.095258,0.015578,4.258754
0.092016,0.015411,4.647001
0.110199,0.010072,1.063661
0.083591,0.012400,3.839785
0.111647,0.009853,1.842098
0.112069,0.015759,4.204783
0.105589,0.008195,2.702599
0.148463,0.008798,3.695262
0.127654,0.013330,4.656151
0.106386,0.008114,2.505390
0.112749,0.008489,2.169359
0.094997,0.009778,2.212814
0.119452,0.016957,4.213186
0.088470,0.012628,2.944050
0.140846,0.009576,4.186789
0.105468,0.016166,4.807441
0.109065,0.009347,1.138509
0.120025,0.016424,4.529607
0.101098,0.018470,5.509976
0.104610,0.014907,4.096776
0.124298,0.016606,4.683931
0.109631,0.016340,4.357881
0.117865,0.011026,3.931371
0.090738,0.015203,4.895240
0.130244,0.013256,4.893019
0.128911,0.009579,3.550992
0.082356,0.012789,4.355344
0.134945,0.010982,5.268902
0.121761,0.013440,4.210271
0.161895,0.011122,5.027265
0.132127,0.012054,4.677747
0.093507,0.019652,5.657764
0.114650,0.006945,3.868305
0.093877,0.014966,5.065416
0.091211,0.017607,5.516251
0.121043,0.014014,4.915819
0.133208,0.012308,4.684999
0.094436,0.012982,3.424249
0.116355,0.010893,2.048276
0.113954,0.018643,5.260769
0.138738,0.013327,5.559852
0.116510,0.016431,5.368382
0.086354,0.016873,5.642972
0.084548,0.012321,4.470653
0.143110,0.008717,3.336681
0.115036,0.010167,1.818177
0.093856,0.007331,5.165432
0.103132,0.012952,2.382587
0.067700,0.008870,4.921020
0.094351,0.006562,5.138748
0.137376,0.010430,4.569650
0.111867,0.010352,0.786149
0.117656,0.009107,1.825551
0.096980,0.007532,3.795648
0.090734,0.014357,4.171767
0.100774,0.015885,3.979000
0.118015,0.015815,5.659552
0.127438,0.007688,5.354558
0.129414,0.009178,3.958569
0.123194,0.011732,1.884601
0.123380,0.010431,3.622766
0.108107,0.009679,1.399136
0.113820,0.013958,3.284547
0.111900,0.009423,1.457029
0.132357,0.014020,4.812220
0.120470,0.011551,1.915417
0.085965,0.011892,2.721429
0.102145,0.015585,4.382514
0.106613,0.013650,3.354712
0.095834,0.015730,5.614664
0.120390,0.012421,3.256734
0.101563,0.018753,5.931368
0.111150,0.018495,5.621609
0.118642,0.020617,5.710969
0.110358,0.008030,2.561468
0.107587,0.013272,3.352008
0.139640,0.012448,5.575644
0.087330,0.011372,4.302830
0.080425,0.009532,4.200453
0.111743,0.016227,4.323079
0.083397,0.016359,5.750916
0.100326,0.017204,5.009317
0.125155,0.013365,3.474798
0.104222,0.012926,2.945968
0.111147,0.014551,3.834343
0.143241,0.009958,5.667110
0.097709,0.013755,3.393085
0.109404,0.019932,5.854370
0.108520,0.017922,4.851132
0.122562,0.008778,2.191165
0.089315,0.011269,3.399692
0.098460,0.012868,3.134178
0.095690,0.007737,3.116624
0.121380,0.014991,4.023597
0.079424,0.013846,4.293026
0.121329,0.018203,5.207678
0.115949,0.015691,4.657876
0.129741,0.009851,3.542326
0.113426,0.009543,1.406449
0.147926,0.008484,2.798873
0.134518,0.016511,5.342595
0.106811,0.015522,3.934348
0.103037,0.011113,1.226776
0.127221,0.008978,1.280049
0.146451,0.007329,4.449210
0.081216,0.011385,4.667208
0.121920,0.018710,5.414963
0.088830,0.016656,4.978177
0.139138,0.009979,4.983160
0.113819,0.010089,1.709035
0.121721,0.020274,5.693149
0.092592,0.012584,3.091348
0.113802,0.019442,5.790563
0.101154,0.011075,0.795405
0.083321,0.008017,5.391259
0.113781,0.013254,3.104294
0.121554,0.017176,4.804357
0.113075,0.010104,1.987890
0.112669,0.016413,4.944912
0.130772,0.012707,4.527132
0.098728,0.015002,4.280914
0.097423,0.019469,5.952079
0.118497,0.018508,5.299934
0.139371,0.016201,5.896588
0.072579,0.014943,5.788290
0.112831,0.010804,1.765627
0.140294,0.010115,4.860516
0.149715,0.008366,4.851768
0.114056,0.009358,1.173526
0.095929,0.013809,3.093623
0.121693,0.018094,5.443635
0.092295,0.012132,2.079609
0.136265,0.010750,4.920753
0.151958,0.009877,4.851967
0.138625,0.009355,1.914905
0.146834,0.008017,4.048615
0.124503,0.008211,3.491169
0.101897,0.019368,5.701421
0.147108,0.009443,4.674269
0.096088,0.018797,5.153547
0.095170,0.012635,2.439317
0.093690,0.018986,5.747519
0.135645,0.009662,4.303445
0.133020,0.009829,3.262924
0.121233,0.013856,4.190703
0.113817,0.010493,1.276857
0.105566,0.016859,5.353420
0.108731,0.017963,4.897640
0.099817,0.017536,5.229877
0.155559,0.006994,5.975899
0.105252,0.007699,3.761057
0.129806,0.013620,4.694718
0.158187,0.012649,5.880931
0.124610,0.009185,3.044691
0.129500,0.011662,3.614131
0.103968,0.010827,2.417714
0.111499,0.012293,1.777508
0.116869,0.009248,0.975853
0.102787,0.016646,4.701052
0.131808,0.008358,3.386862
0.136523,0.014770,5.548075
0.091823,0.010919,1.940210
0.094953,0.013913,3.275624
0.110957,0.013193,2.967227
0.094102,0.006914,5.587081
0.101121,0.014825,4.464420
0.112647,0.018098,5.038581
0.124653,0.009822,3.514409
0.123722,0.011677,3.366642
0.088554,0.016959,5.691840
0.131625,0.008090,3.938184
0.128265,0.018271,5.579032
0.118620,0.014627,3.540696
0.121654,0.006171,5.680123
0.122388,0.010229,2.187278
0.104205,0.007920,2.914381
0.118911,0.008099,3.004578
0.110534,0.011312,2.375101
0.097261,0.011472,1.364091
0.120538,0.011594,2.656575
0.088737,0.007913,5.127733
0.122998,0.012908,3.995571
0.114233,0.014920,3.833584
0.116655,0.014924,3.877561
0.112007,0.008879,1.379020
0.126590,0.008128,3.782918
0.107836,0.009164,1.733904
0.106650,0.009876,0.670084
0.094459,0.015823,4.745271
0.112067,0.018935,5.496280
0.080480,0.010819,5.239433
0.089252,0.008084,2.886707
0.120483,0.018902,5.940240
0.117984,0.012465,2.352079
0.102288,0.016885,4.965891
0.100188,0.013601,2.886799
0.081397,0.015048,5.687258
0.085606,0.015006,5.105628
0.098903,0.018346,5.485549
0.091561,0.017484,5.099297
0.129769,0.016044,5.658957
0.101470,0.012635,3.194261
0.099276,0.012606,3.146836
0.099732,0.010009,1.114725
0.122954,0.013216,4.903978
0.126356,0.012598,4.008253
0.091797,0.010912,1.195544
0.122231,0.006594,4.797288
0.114917,0.017951,5.183535
0.075193,0.012558,5.047966
0.102840,0.014018,3.329657
0.125545,0.011516,4.862992
0.088806,0.013859,3.243139
0.100766,0.009972,1.894011
0.104252,0.018604,5.583374
0.104883,0.013859,3.843150
0.098474,0.013928,3.305345
0.090246,0.006993,5.437650
0.139565,0.009419,4.973108
0.110335,0.008140,2.386725
0.103725,0.019184,5.555001
0.081534,0.010158,3.680761
0.096378,0.006342,5.501454
0.118406,0.017608,5.280941
0.089501,0.013504,3.462052
0.104988,0.015635,3.850240
0.132152,0.012288,4.722684
0.112930,0.014232,3.448816
0.110840,0.015470,3.464848
0.128621,0.008789,2.274300
0.115634,0.019578,5.842145
0.118848,0.009682,2.758786
0.100158,0.008921,2.200548
0.104231,0.014136,2.903335
0.094408,0.015715,4.459614
0.112765,0.018208,5.466001
0.102702,0.014244,3.314445
0.133077,0.009657,3.887746
0.110454,0.007187,4.172838
0.080268,0.009468,2.632145
0.082100,0.011961,5.147431
0.099268,0.013751,2.825443
0.096102,0.014057,3.460602
0.116638,0.006732,4.548548
0.084494,0.016230,5.108301
0.133856,0.010729,3.564176
0.134079,0.008274,4.751401
0.143657,0.009595,4.355611
0.143113,0.007690,4.000621
0.119425,0.017523,5.672872
0.107671,0.010286,0.530982
0.112203,0.009312,1.695816
0.079636,0.009905,4.708813
0.095627,0.011343,2.308345
0.105263,0.008967,1.820926
0.107467,0.016496,4.474314
0.127028,0.008129,3.798814
0.103251,0.012080,2.060322
0.111991,0.015892,4.440726
0.103947,0.006405,4.351046
0.120039,0.019647,5.836241
0.100436,0.011741,2.018365
0.097879,0.014883,4.041376
0.090597,0.014968,4.473914
0.085247,0.012029,3.856588
0.117597,0.019779,5.636489
0.121118,0.009200,3.288598
0.137915,0.010539,3.952304
0.101530,0.008772,1.430600
0.121075,0.015886,4.237119
0.089832,0.008075,4.849117
0.108553,0.017378,4.982326
0.111817,0.016272,3.940689
0.115717,0.017370,5.094450
0.116032,0.017967,5.209717
0.115932,0.011721,2.495240
0.103965,0.008754,2.925064
0.094905,0.017431,5.671493
0.105060,0.013037,2.192402
0.095764,0.014534,4.024998
0.089797,0.013967,3.740077
0.118944,0.008557,2.392565
0.103913,0.017860,5.208828
0.096888,0.009110,2.101758
0.092509,0.012564,3.464034
0.138730,0.008541,3.824963
0.085322,0.010250,2.832084
0.087546,0.008193,5.204722
0.098005,0.012081,2.494412
0.124122,0.007119,4.313253
0.122903,0.018091,5.070631
0.096696,0.007422,3.801304
0.133142,0.011095,3.649894
0.100623,0.014512,3.948342
0.091673,0.013810,3.650649
0.095110,0.010533,1.252924
0.095454,0.009174,0.907759
0.093127,0.015613,4.939624
0.113637,0.013216,2.357618
0.104936,0.014491,3.876483
0.105810,0.012324,3.268037
0.136295,0.012529,5.839232
0.121936,0.014935,5.191523
0.129372,0.009936,3.563029
0.141329,0.007666,5.028746
0.109697,0.007895,3.359463
0.098435,0.014922,3.805770
0.134502,0.013698,5.762777
0.134985,0.015058,5.428739
0.126013,0.010963,1.701478
0.115679,0.018623,5.442630
0.081602,0.008747,5.671543
0.112381,0.017318,5.350490
0.120068,0.012953,4.615033
0.124471,0.012112,3.918613
0.078418,0.011476,4.430994
0.123661,0.013913,3.600211
0.096039,0.016605,4.712677
0.105524,0.007596,4.265925
0.117357,0.006864,5.204019
0.120496,0.017061,5.904407
0.105380,0.017024,4.720886
0.110833,0.009592,1.522086
0.137837,0.007435,4.748390
0.094035,0.010547,3.813810
0.111452,0.019733,5.860664
0.098900,0.018063,5.616824
0.133567,0.012171,3.624965
0.104422,0.011178,1.102489
0.119812,0.018116,5.253823
0.123631,0.010010,0.953795
0.128193,0.010475,2.102317
0.115435,0.013705,4.614163
0.107173,0.012383,2.259336
0.079743,0.010506,4.915141
0.081622,0.014204,4.306122
0.124400,0.015932,5.881836
0.127203,0.010479,3.148627
0.109424,0.016163,4.393512
0.099449,0.008015,2.978196
0.105633,0.012875,2.484901
0.098177,0.018216,5.882618
0.134518,0.007899,4.309151
0.104773,0.011669,1.838929
0.107118,0.009526,1.804944
0.116564,0.008817,1.932861
0.104630,0.017988,5.778411
0.083581,0.011870,2.929190
0.093696,0.018369,5.486079
0.088279,0.013985,3.715165
0.095111,0.018680,5.571771
0.131688,0.008758,4.326503
0.104415,0.015104,4.261903
0.095757,0.016200,4.748916
0.093625,0.015284,3.913218
0.126375,0.012728,4.465781
0.090450,0.013771,3.512965
0.130677,0.006939,5.212117
0.130383,0.012823,3.094048
0.101785,0.019513,5.881373
0.120246,0.008772,2.200176
0.117513,0.018515,5.015176
