beta,gamma,epsilon
0.073696,0.012391,5.959722
0.109765,0.025734,7.588163
0.124559,0.011027,3.688977
0.105722,0.007062,5.573353
0.091176,0.015322,4.652613
0.116083,0.019592,6.212476
0.077936,0.009028,6.261060
0.101817,0.016417,4.299207
0.113462,0.018172,5.191323
0.130735,0.018214,6.749304
0.111220,0.012770,4.556324
0.083462,0.008560,3.371095
0.143260,0.018270,7.604417
0.157325,0.007124,6.811477
0.111790,0.024025,6.583486
0.116946,0.017185,5.181806
0.110535,0.025028,7.392674
0.094397,0.007294,5.799256
0.095494,0.005769,6.519788
0.080319,0.011206,3.894566
0.115759,0.007082,3.588878
0.110970,0.024097,7.372937
0.122482,0.025079,7.415698
0.126877,0.016694,5.820091
0.138143,0.024173,7.684785
0.117323,0.018299,5.306743
0.098503,0.024927,7.321690
0.135011,0.025409,7.815034
0.123526,0.009748,1.769079
0.092206,0.020475,6.250119
0.142241,0.008872,3.890548
0.103603,0.008255,2.042566
0.167747,0.010734,6.586287
0.108045,0.020902,6.353940
0.186099,0.007481,5.929794
0.118674,0.019671,5.613282
0.110216,0.017819,5.271411
0.088126,0.021265,6.739261
0.115284,0.014846,4.269455
0.118165,0.009030,2.277224
0.108448,0.011872,1.915572
0.106817,0.011376,1.926010
0.109577,0.017257,4.935928
0.104613,0.015200,5.032714
0.119539,0.011002,0.980019
0.175649,0.011128,6.910064
0.082814,0.009147,3.372460
0.105365,0.012571,2.571287
0.101971,0.012120,2.621786
0.108511,0.019359,5.556279
0.102122,0.027697,7.790619
0.096475,0.018161,5.100679
0.103905,0.026420,7.425331
0.106849,0.015142,4.332042
0.084935,0.020029,6.564245
0.170107,0.009485,6.423685
0.090238,0.013329,4.699936
0.097845,0.005958,5.966290
0.132009,0.014388,5.411227
0.116059,0.026929,7.767395
0.107268,0.015508,4.746872
0.115233,0.011969,2.408488
0.094461,0.015613,4.168251
0.119289,0.018868,7.203111
0.100184,0.019617,7.449119
0.093916,0.012836,3.216390
0.124801,0.021504,6.098645
0.093975,0.024328,7.503433
0.129001,0.025738,7.385642
0.104600,0.022255,6.225642
0.099628,0.015741,3.961327
0.098273,0.006350,5.610042
0.113639,0.005429,7.340308
0.082066,0.017043,6.502115
0.110958,0.025606,7.263680
0.111091,0.006119,6.359304
0.098123,0.023215,6.923527
0.104284,0.021982,6.642221
0.075362,0.007335,7.362888
0.101683,0.022341,7.008425
0.148212,0.007530,5.761258
0.100189,0.023979,7.096122
0.088222,0.010872,4.011892
0.088224,0.010564,2.649583
0.108023,0.017772,6.463097
0.107630,0.017353,5.127533
0.160861,0.013482,6.871949
0.101897,0.008171,3.460790
0.144175,0.015506,7.712479
0.080220,0.018126,6.749811
0.101655,0.023751,6.926479
0.105179,0.014194,3.376836
0.121775,0.006658,5.538886
0.111813,0.020949,6.935990
0.130486,0.012438,3.942993
0.120685,0.026181,7.443931
0.078167,0.013136,6.065407
0.089619,0.016993,5.358597
0.088077,0.018015,5.953038
0.131107,0.012451,4.749894
0.139342,0.017099,5.892328
0.087645,0.008244,2.691372
0.108410,0.027152,7.699800
0.073408,0.014476,6.132714
0.110197,0.007838,2.930117
0.089088,0.012832,4.051620
0.141411,0.010883,4.015972
0.099985,0.021172,5.951927
0.137688,0.017509,6.642039
0.135139,0.010187,4.847781
0.133935,0.011274,5.473023
0.128344,0.015442,4.595761
0.096945,0.020526,6.451773
0.092760,0.015749,4.424149
0.115734,0.022134,6.400716
0.097542,0.017182,5.112413
0.107312,0.025699,7.461439
0.101698,0.014413,2.956490
0.102176,0.023406,6.891168
0.107922,0.007401,3.247175
0.128963,0.016665,6.792337
0.206546,0.008783,7.246055
0.129709,0.008735,3.392901
0.121053,0.015234,4.387114
0.111643,0.013728,3.074156
0.142539,0.008814,4.316550
0.089641,0.023249,7.608996
0.123913,0.018697,7.040477
0.159030,0.008589,3.830630
0.119151,0.012386,3.801530
0.120117,0.020174,6.961728
0.168674,0.015513,7.246631
0.108724,0.013013,2.388045
0.093146,0.018517,6.023336
0.135959,0.012885,5.538936
0.081655,0.008842,4.150656
0.115096,0.009532,1.452881
0.135142,0.014715,5.557023
0.140154,0.013575,5.730357
0.115324,0.017762,6.356047
0.082621,0.023277,7.117116
0.151745,0.014405,7.817931
0.091175,0.015183,5.858472
0.083687,0.024066,7.152569
0.122131,0.011765,3.248418
0.087305,0.022975,7.598707
0.126532,0.019368,6.214413
0.121196,0.009330,2.752972
0.142590,0.014580,6.743228
0.113937,0.022618,6.918987
0.122458,0.019632,5.705235
0.092409,0.009434,3.356745
0.119579,0.021293,6.452108
0.089251,0.008369,4.829536
0.102742,0.020994,6.307276
0.075444,0.008916,6.155933
0.117809,0.010681,1.561301
0.114700,0.027294,7.827021
0.089192,0.024728,7.236731
0.085559,0.009591,3.381792
0.116056,0.018520,5.150929
0.088616,0.008428,4.037191
0.157659,0.009554,5.150820
0.125705,0.013029,3.784224
0.102206,0.026912,7.742379
0.112682,0.007076,4.713190
0.100449,0.009925,1.372574
0.089480,0.022128,7.677412
0.122228,0.007188,4.340616
0.154728,0.012940,7.622170
0.134964,0.011368,4.252081
0.090549,0.016223,5.078945
0.081211,0.012224,5.350009
0.130928,0.013756,3.276973
0.098562,0.013490,3.870199
0.117308,0.023149,7.008566
0.123127,0.015202,3.753640
0.093679,0.019872,6.068447
0.110997,0.018269,5.351673
0.130451,0.016838,7.563066
0.082800,0.015576,4.620355
0.079307,0.010468,3.758678
0.122000,0.021662,6.148981
0.168656,0.006320,6.971684
0.116485,0.009178,2.693005
0.105228,0.016926,5.133833
0.087382,0.014421,3.936601
0.111767,0.023385,6.665702
0.091101,0.019685,6.983459
0.122792,0.026030,7.602616
0.104602,0.021730,6.775468
0.159197,0.013420,7.270116
0.135967,0.020147,6.464704
0.097856,0.014661,4.789255
0.111619,0.007285,3.769354
0.105855,0.016201,4.687747
0.126892,0.015237,4.705718
0.112993,0.017390,6.056246
0.070742,0.014904,7.428872
0.096160,0.013633,3.980795
0.090865,0.006664,4.821741
0.144305,0.011960,5.340335
0.103930,0.013349,3.901640
0.102515,0.016941,5.273853
0.098613,0.009841,1.683255
0.076840,0.018773,7.707127
0.106480,0.021570,6.607848
0.125228,0.026035,7.379988
0.126488,0.023332,6.811146
0.103781,0.023427,7.022123
0.117530,0.017263,6.121306
0.093138,0.012055,2.558995
0.103062,0.024497,7.807771
0.112139,0.008505,1.612878
0.132108,0.016393,7.044002
0.111096,0.020205,5.982511
0.155947,0.012742,7.715622
0.123988,0.013444,2.864255
0.111262,0.018823,5.542056
0.106543,0.006715,5.502278
0.123813,0.016830,6.524065
0.136405,0.020339,7.676077
0.083843,0.012250,3.087406
0.096034,0.014879,3.917482
0.106117,0.026016,7.414513
0.136618,0.009630,3.767063
0.109753,0.018246,5.182635
0.115223,0.022655,7.096161
0.113274,0.005320,7.828478
0.123899,0.017083,5.762061
0.102158,0.008056,3.212094
0.104459,0.025295,7.187527
0.138201,0.012123,4.310560
0.067002,0.010176,6.674678
0.138986,0.011262,2.691867
0.093540,0.012652,3.345187
0.103095,0.008368,4.174316
0.126611,0.015934,5.321297
0.093160,0.021531,6.537235
0.098357,0.014159,3.299168
0.108726,0.025040,7.291180
0.086754,0.018426,6.180832
0.106680,0.017757,5.230630
0.096130,0.014117,3.968740
0.123748,0.023185,6.612614
0.092910,0.018344,5.771721
0.075712,0.021192,7.336035
0.107964,0.013507,2.943913
0.078175,0.016074,6.199618
0.098419,0.022889,7.800971
0.126698,0.024038,7.219425
0.115553,0.013446,3.018152
0.115405,0.006339,5.629990
0.166559,0.015199,7.725424
0.105201,0.005695,6.912221
0.072620,0.009785,7.044059
0.130857,0.008177,3.950666
0.088134,0.017089,5.157963
0.085779,0.008243,4.691791
0.099354,0.023926,7.330775
0.142960,0.015150,7.165761
0.175844,0.009834,7.644772
0.116302,0.024820,7.222304
0.102822,0.019155,5.589213
0.094280,0.007652,4.873582
0.102231,0.013330,2.659079
0.124679,0.013612,4.863066
0.159350,0.013045,7.595236
0.124649,0.010561,1.687131
0.170908,0.011002,6.713159
0.136132,0.017994,7.755047
0.095983,0.015234,4.218124
0.116825,0.016359,5.343660
0.082091,0.017691,5.777453
0.143621,0.017550,7.090055
0.106744,0.021585,6.438451
0.116845,0.014426,5.162622
0.082478,0.012269,3.668234
0.150316,0.009399,4.711303
0.101899,0.018972,5.671494
0.118999,0.020326,5.871960
0.097586,0.014821,4.172393
0.123476,0.006875,4.960757
0.092356,0.006042,6.438392
0.117702,0.013489,3.147388
0.109125,0.016561,4.319408
0.119480,0.018005,5.209523
0.136583,0.020877,7.691450
0.094481,0.014797,4.515872
0.102122,0.014397,3.422360
0.131950,0.016948,6.764252
0.081054,0.008341,6.453962
0.105892,0.021128,6.665946
0.102636,0.016919,4.890155
0.075268,0.014930,6.294708
0.098181,0.007255,5.649257
0.124627,0.014002,4.160060
0.118699,0.006156,5.938718
0.137806,0.013952,6.536787
0.130207,0.016418,6.205280
0.109737,0.013928,3.260471
0.146592,0.012396,5.610163
0.117451,0.014642,5.270652
0.076544,0.018036,6.257040
0.146411,0.010977,6.336365
0.166000,0.007008,6.834364
0.111752,0.020723,6.277756
0.101246,0.011672,2.153978
0.147258,0.015519,6.306787
0.127075,0.017176,6.159389
0.144931,0.013131,5.530240
0.080900,0.016033,5.128827
0.099712,0.011630,1.550964
0.104894,0.009793,1.502938
0.076449,0.010659,6.483661
0.125792,0.010289,3.337632
0.089212,0.007174,3.905722
0.173569,0.006304,7.709944
0.130357,0.007457,5.820210
0.071611,0.015729,7.523461
0.102031,0.019566,5.680923
0.085172,0.024421,7.727838
0.109478,0.010599,1.370696
0.095091,0.015122,3.866077
0.106288,0.022889,6.993073
0.078315,0.010059,5.381711
0.089248,0.012371,3.538777
0.115936,0.015052,3.809696
0.098021,0.018771,5.990111
0.085010,0.011482,3.230722
0.075082,0.014258,4.880137
0.129125,0.026085,7.419633
0.066923,0.012466,6.788414
0.126393,0.014418,4.959123
0.105242,0.024737,7.519896
0.128159,0.015780,5.959841
0.126801,0.013702,4.437187
0.126366,0.014575,3.526825
0.108875,0.016651,4.469328
0.135434,0.015154,6.207975
0.122553,0.026781,7.489456
0.100696,0.011418,1.669257
0.119954,0.007967,3.051434
0.122728,0.008617,2.449247
0.101126,0.011166,2.453777
0.123216,0.025113,7.453404
0.165268,0.008310,6.426602
0.118310,0.009009,2.447629
0.076409,0.019469,6.695666
0.093832,0.024315,7.025789
0.128447,0.018681,6.195214
0.102779,0.006194,5.324183
0.145046,0.018803,6.605908
0.189286,0.009473,6.639316
0.090491,0.015135,5.662348
0.103551,0.011811,2.024415
0.096781,0.022341,7.328815
0.128322,0.020831,7.694879
0.126241,0.021990,6.423701
0.128085,0.008581,3.543489
0.113938,0.022970,6.723284
0.121480,0.006304,5.033664
0.075531,0.017095,7.526182
0.124296,0.028891,7.828354
0.137061,0.017416,6.160311
0.127152,0.015122,4.871536
0.100507,0.024739,7.458179
0.100855,0.007748,3.850091
0.122107,0.021386,6.823335
0.111621,0.008067,3.714653
0.081958,0.009158,4.182960
0.134072,0.019323,7.205635
0.119416,0.014818,4.536448
0.129080,0.012468,3.372873
0.157462,0.007187,6.318575
0.100759,0.015214,3.808987
0.127068,0.024261,7.653219
0.085437,0.011130,3.640381
0.107747,0.006608,4.457772
0.140747,0.014946,6.592631
0.140502,0.014917,6.811134
0.136028,0.010189,4.155765
0.108277,0.010901,1.926102
0.113137,0.006837,4.232756
0.095702,0.026474,7.766669
0.130549,0.018313,7.742667
0.112565,0.017606,4.748608
0.101020,0.018669,5.602213
0.131950,0.009242,3.657841
0.086044,0.006217,7.389803
0.090120,0.010814,4.729278
0.122735,0.005960,7.575718
0.089937,0.018082,5.642007
0.130133,0.010811,4.657022
0.096417,0.023851,7.622998
0.095148,0.012517,2.911130
0.134765,0.016272,6.136485
0.085707,0.009577,5.399952
0.114926,0.017362,5.068542
0.088827,0.017143,5.965507
0.118282,0.007726,3.869279
0.138017,0.009659,4.820441
0.108186,0.016542,4.120777
0.145408,0.009163,4.558130
0.150265,0.006264,7.416620
0.128452,0.016047,6.802060
0.128638,0.018743,6.476444
0.119584,0.022316,6.295260
0.112433,0.014651,4.118367
0.111373,0.018233,5.295760
0.075951,0.016884,7.125337
0.077624,0.010238,7.015608
0.111440,0.006894,4.232063
0.115860,0.020084,6.495957
0.155377,0.006035,7.675528
0.089942,0.016482,5.476765
0.082486,0.023703,7.780579
0.091597,0.014326,4.061478
0.125299,0.014183,6.970802
0.087802,0.017393,5.102899
0.084333,0.013696,4.142827
0.157970,0.010881,5.735644
0.099936,0.017763,5.186479
0.149205,0.010202,5.274895
0.134631,0.013825,4.725309
0.124235,0.021799,7.475672
0.081375,0.007766,5.721770
0.085675,0.019315,6.551889
0.121510,0.015881,5.624440
0.111171,0.024563,7.779907
0.129224,0.012329,4.554221
0.135698,0.009468,1.753521
0.082925,0.012645,5.181721
0.095661,0.009018,2.935142
0.110378,0.023964,7.089086
0.110325,0.016282,5.106821
0.129813,0.018530,6.666342
0.071851,0.013251,7.080334
0.106692,0.016111,4.299420
0.070570,0.015141,7.232013
0.066551,0.014691,5.892681
0.108862,0.013672,3.826612
0.183903,0.006655,7.322685
0.091093,0.013555,4.480846
0.102914,0.010238,0.695932
0.138193,0.017181,6.863864
0.090895,0.022473,6.623725
0.088055,0.012350,4.619418
0.120744,0.016417,7.476929
0.085267,0.007708,5.953805
0.121344,0.010039,2.123374
0.152310,0.008055,4.951520
0.100319,0.013498,3.334531
0.100409,0.023865,7.175900
0.098613,0.013616,3.055222
0.101430,0.014415,3.091998
0.103635,0.020217,6.260269
0.110684,0.024442,7.372191
0.111261,0.016838,6.395438
0.100563,0.025965,7.509164
0.081939,0.006621,7.245177
0.143147,0.023534,7.485248
0.105887,0.014768,4.541353
0.115043,0.019777,6.750095
0.094288,0.026466,7.795349
0.146811,0.013465,7.166369
0.129362,0.028587,7.758495
0.100134,0.015885,4.645991
0.108555,0.012000,2.021002
0.102786,0.024194,7.594335
0.131386,0.009794,3.313615
0.088529,0.017105,5.613532
0.110916,0.011016,1.281014
0.119413,0.028076,7.804698
0.103062,0.025231,7.066225
0.121390,0.015406,4.150158
0.166968,0.010511,6.989431
0.122984,0.018355,6.896088
0.138062,0.006689,4.863678
0.187923,0.009704,6.711892
0.096067,0.008871,3.322162
0.143986,0.016701,7.529559
0.135538,0.015378,6.887438
0.094720,0.023099,7.607593
0.103667,0.024251,7.255608
0.091717,0.016719,4.898405
0.081142,0.021969,7.792073
0.098322,0.009302,1.880089
0.079533,0.011872,3.629926
0.126180,0.020099,6.645688
0.110277,0.017503,6.374351
0.091948,0.014060,5.322710
0.081099,0.012928,3.998707
0.119827,0.007052,4.487491
0.136002,0.009276,5.163990
0.107906,0.016582,4.756876
0.184935,0.006716,7.646220
0.091487,0.009062,5.501501
0.110568,0.024313,7.025076
0.151055,0.006452,5.952317
0.118483,0.009282,2.488827
0.100730,0.019887,6.135990
0.106489,0.018480,5.951595
0.109270,0.026487,7.459265
0.106965,0.016553,4.595710
0.161302,0.007003,7.603513
0.114110,0.013920,4.108288
0.106807,0.013878,4.010137
0.133023,0.024778,7.350709
0.126259,0.009421,4.451604
0.111383,0.027093,7.774500
0.092246,0.016490,4.713224
0.160248,0.012909,7.792078
0.131652,0.017408,5.992274
0.109324,0.008535,2.860870
0.090219,0.019047,5.757755
0.126850,0.019344,7.282049
0.147304,0.014074,5.647969
0.112092,0.006960,4.524811
0.135847,0.008306,3.962140
0.116778,0.009649,1.818133
0.098773,0.012771,3.044101
0.137406,0.019847,7.563055
0.109786,0.024538,6.951388
0.098310,0.015687,3.780698
0.125574,0.016581,4.691393
0.106138,0.009978,0.655065
0.107707,0.018792,5.672718
0.081898,0.014182,4.781394
0.110375,0.015714,4.897237
0.098988,0.010079,0.700098
0.109198,0.005165,7.623907
0.116220,0.021256,6.091472
0.100680,0.019157,6.014947
0.143258,0.007332,5.268768
0.143935,0.008371,3.667600
0.118851,0.006733,5.428398
0.079691,0.021721,7.662074
0.139666,0.008207,2.938862
0.127260,0.008291,3.402625
0.090546,0.013899,3.601344
0.145972,0.013035,5.376250
0.095729,0.007723,3.501714
0.114757,0.014607,3.691499
0.134952,0.013169,5.117102
0.103606,0.023900,7.236025
0.121133,0.025318,7.380767
0.119042,0.022346,6.756530
0.091442,0.023258,6.875446
0.125282,0.012218,3.101755
0.076608,0.020552,7.201530
0.140990,0.018680,7.036015
0.080453,0.021344,7.172244
0.101121,0.016401,4.352316
0.072242,0.008487,7.411776
0.107933,0.023062,7.014490
0.145473,0.016039,6.817073
0.120306,0.010524,2.546619
0.131802,0.021977,7.279177
0.129101,0.005888,7.192427
0.089442,0.007829,3.115647
0.075615,0.015850,5.928075
0.108267,0.013039,2.342195
0.098895,0.017451,5.304098
0.122224,0.012725,4.648474
0.108453,0.023959,7.204617
0.139782,0.016816,7.322500
0.091724,0.023888,7.507955
0.114528,0.015184,4.795331
0.129343,0.008863,2.312663
0.082426,0.014022,3.589593
0.119631,0.022998,6.757043
0.101866,0.019443,6.099311
0.109062,0.017280,5.241549
0.092009,0.018078,6.429713
0.086295,0.015753,6.005217
0.104984,0.026366,7.755404
0.095259,0.007401,4.919202
0.139934,0.021688,7.052473
0.128706,0.024246,7.657644
0.095383,0.022031,6.828176
0.116926,0.025528,7.278389
0.105690,0.014981,4.303293
0.111659,0.013954,3.544862
0.083738,0.018877,7.011392
0.113701,0.014916,3.415699
0.110691,0.025292,7.597783
0.170555,0.012369,6.754214
0.110935,0.018218,5.073124
0.096639,0.018406,5.933198
0.100613,0.023332,7.096354
0.105681,0.017408,4.649553
0.121282,0.013350,3.894450
0.152821,0.008792,5.063511
0.083155,0.012322,3.508921
0.099658,0.010489,1.603228
0.127466,0.014161,4.860803
0.094403,0.013037,3.606995
0.119230,0.009621,2.765665
0.116774,0.024770,7.321706
0.082465,0.016309,5.949147
0.098544,0.005388,7.188581
0.094223,0.012988,4.886957
0.080452,0.017428,5.630632
0.108982,0.023025,6.971227
0.105113,0.016488,4.467714
0.073030,0.017418,6.216368
0.112603,0.026504,7.810543
0.132054,0.010093,4.200883
0.134747,0.006309,6.526341
0.112701,0.018470,5.569376
0.076834,0.011608,6.966902
0.092719,0.020525,6.322205
0.121123,0.024934,7.672404
0.108995,0.022637,6.678031
0.093125,0.011598,2.297725
0.126043,0.019057,6.252054
0.106106,0.020478,6.217465
0.085991,0.014898,5.736095
0.123771,0.015038,3.739696
0.102015,0.015278,3.884694
0.155382,0.014422,6.384719
0.077873,0.012577,4.465759
0.105768,0.023517,6.708774
0.128739,0.012683,4.993105
0.096000,0.010063,1.186705
0.155429,0.011907,5.533507
0.120387,0.022049,6.539897
0.166395,0.013177,6.198185
0.157597,0.013229,6.670261
0.095368,0.009191,1.634224
0.074009,0.010551,4.209780
0.088327,0.014730,4.216035
0.095408,0.019540,5.901242
0.097540,0.023208,7.146531
0.086941,0.012269,2.548157
0.110160,0.023872,7.162421
0.117164,0.024341,7.169954
0.114114,0.011443,3.100325
0.132115,0.015442,5.447211
0.085252,0.017148,5.614468
0.118226,0.005544,7.491937
0.127995,0.013747,6.647961
0.091655,0.007047,5.168997
0.098169,0.021047,6.822191
0.112951,0.017393,4.962487
0.072148,0.018708,6.528112
0.104584,0.012845,2.295556
0.105775,0.021035,6.054373
0.132651,0.016306,6.196392
0.106340,0.024890,7.532237
0.126794,0.015997,5.669131
0.110611,0.021374,6.336225
0.099260,0.008007,3.322283
0.132484,0.012982,3.233154
0.105467,0.006322,5.742505
0.123619,0.015868,4.881989
0.096841,0.006806,5.180863
0.113538,0.020944,7.127321
0.126050,0.013885,4.997912
0.109990,0.024432,7.242115
0.139366,0.012404,5.217585
0.082883,0.015118,6.539455
0.119317,0.022689,6.826739
0.087409,0.019320,6.574435
0.117638,0.010846,2.694550
0.092685,0.022310,7.097076
0.100530,0.013761,3.007847
0.146309,0.015139,6.891362
0.119802,0.011685,2.472993
0.112367,0.023738,6.619908
0.089428,0.018166,5.159709
0.098744,0.022877,6.827592
0.100091,0.022678,7.326858
0.089405,0.018794,6.507076
0.140611,0.015902,5.929378
0.131203,0.021914,7.561495
0.080293,0.014170,3.566075
0.146945,0.005854,7.252748
0.142985,0.008123,5.311461
0.118917,0.015092,4.121433
0.080856,0.017954,6.632909
0.097002,0.016866,4.984565
0.115347,0.012253,2.462808
0.086056,0.012702,4.235082
0.090033,0.020449,6.245483
0.080976,0.022194,7.079757
0.135840,0.009260,3.669114
0.113698,0.025587,7.314050
0.112533,0.027505,7.626928
0.122174,0.013995,3.537604
0.136754,0.014599,5.573921
0.117581,0.010277,1.621596
0.138318,0.009183,4.625173
0.139959,0.021503,7.371318
0.098780,0.022434,6.866652
0.094861,0.022603,7.440407
0.096393,0.025254,7.552849
0.107699,0.010978,1.403905
0.124868,0.008760,2.844566
0.103502,0.009344,1.011425
0.132481,0.021504,7.662860
0.088503,0.015609,4.587391
0.095679,0.010866,2.809390
0.076067,0.007270,6.569022
0.150125,0.012332,6.994055
0.121715,0.023122,7.582475
0.083170,0.011287,3.686387
0.088641,0.020290,6.670026
0.129634,0.014707,5.436846
0.112849,0.015567,4.330745
0.148060,0.015820,7.085237
0.101552,0.013300,3.122746
0.091995,0.018106,4.839209
0.097084,0.025290,7.361137
0.113525,0.005670,6.850145
0.130543,0.008594,3.256714
0.127142,0.019365,7.426457
0.077640,0.014463,4.891986
0.142626,0.010082,5.683328
0.099643,0.017805,5.111561
0.077689,0.016319,5.772747
0.083500,0.007918,5.405776
0.105048,0.011723,1.374236
0.128982,0.016549,5.241066
0.163262,0.010266,5.591053
0.126790,0.011461,3.571892
0.118538,0.025244,7.842009
0.096871,0.014327,4.304641
0.111055,0.021378,6.081703
0.121878,0.013728,4.307148
0.113584,0.014516,3.531555
0.083337,0.023229,7.371716
0.090746,0.010573,2.236843
0.093592,0.007164,4.394308
0.109709,0.025680,7.668146
0.140012,0.018597,7.501849
0.106140,0.020417,6.239838
0.165171,0.006625,6.969334
0.098475,0.015365,4.366851
0.098273,0.009010,2.189432
0.078274,0.016679,5.609073
0.159976,0.013100,6.485550
0.146358,0.012282,5.544374
0.081227,0.013606,4.170317
0.097093,0.018788,5.646758
0.112011,0.020763,5.869360
0.158505,0.007567,6.008128
0.093513,0.020370,6.319329
0.150971,0.018454,7.534502
0.069951,0.013243,6.952740
0.102655,0.018131,5.226692
0.113737,0.020868,6.107007
0.106119,0.005943,6.211624
0.154453,0.009942,5.511877
0.089819,0.007222,5.206383
0.091136,0.017361,4.856491
0.096780,0.017824,5.334411
0.085730,0.012419,3.425177
0.118032,0.008098,2.002523
0.097991,0.007756,4.272947
0.109873,0.012531,3.594698
0.119950,0.012967,3.575867
0.116702,0.013315,3.093867
0.128168,0.011742,4.476412
0.102293,0.018809,5.903002
0.116169,0.023924,6.825472
0.130416,0.013168,4.237947
0.090604,0.007398,4.356215
0.122574,0.012339,4.126766
0.104471,0.021831,6.718770
0.087570,0.013948,4.699732
0.172192,0.012055,7.174326
0.124517,0.028258,7.653980
0.104970,0.019395,5.644359
0.093413,0.025920,7.495364
0.119473,0.015504,5.791280
0.081989,0.018655,6.270782
0.084451,0.017111,5.711548
0.123319,0.009552,2.432091
0.086036,0.018068,6.060006
0.084318,0.016284,5.167076
0.080849,0.023154,7.587225
0.107263,0.011335,1.932763
0.107197,0.023357,6.739436
0.090991,0.021443,7.046115
0.097470,0.015157,4.476406
0.127590,0.019570,6.866388
0.092841,0.014432,4.677544
0.135369,0.012686,4.629842
0.132153,0.012296,5.361809
0.113179,0.023368,6.864318
0.118685,0.022596,7.234217
0.124235,0.023546,6.897917
0.124721,0.020635,5.624366
0.117527,0.022606,6.555973
0.101559,0.014730,3.591990
0.095412,0.020011,6.551566
0.114851,0.015430,5.096460
0.124708,0.023356,7.038377
0.128396,0.013995,4.454713
0.131780,0.008508,3.998854
0.082651,0.017211,6.220907
0.106358,0.006412,5.232271
0.105851,0.025108,7.405417
0.105083,0.014070,3.153563
0.096712,0.021884,6.293944
0.088806,0.006536,6.109977
0.114271,0.017046,4.587539
0.140187,0.008766,4.231697
0.149253,0.014216,6.969968
0.103150,0.018000,4.961122
0.146920,0.009087,2.750348
0.097678,0.018672,6.318558
0.100542,0.021966,7.120918
0.116007,0.018886,5.931793
0.095597,0.020338,6.864455
0.137024,0.021815,6.687781
0.115818,0.005846,6.191099
0.103585,0.018869,5.234849
0.113039,0.021482,6.378569
0.097498,0.013195,4.172947
0.086719,0.007082,7.156276
0.102812,0.018662,5.701799
0.171179,0.006196,7.347998
0.085115,0.013732,4.274196
0.120893,0.006685,4.597881
0.099462,0.024081,7.108648
0.137535,0.010980,5.475133
0.116115,0.006525,6.385204
0.144662,0.014782,6.908415
0.138250,0.011865,5.670842
0.131706,0.005394,7.208630
0.120971,0.011057,1.412939
0.078730,0.022443,7.740410
0.136551,0.010622,2.868989
0.103527,0.015389,4.438706
0.134875,0.012065,4.676879
0.110033,0.019614,6.357403
0.121087,0.017784,6.155821
0.084513,0.016308,6.379704
0.125054,0.024800,7.316181
0.103601,0.023452,7.307099
0.130911,0.021091,7.205880
0.111771,0.011305,2.028165
0.106498,0.007759,3.015197
0.088817,0.016353,6.753306
0.111155,0.014592,3.518443
0.115754,0.026709,7.676154
0.143209,0.017851,7.578598
0.097963,0.011251,2.896743
0.097994,0.013877,3.286761
0.099423,0.019565,5.793034
0.109602,0.016671,5.429236
0.107179,0.021401,6.561718
0.083384,0.013586,3.936567
0.148415,0.011852,6.540253
0.080525,0.021556,7.337947
0.112774,0.015372,4.217262
0.098337,0.020303,6.041139
0.142224,0.007754,5.703357
0.126862,0.007057,4.065852
0.090048,0.007382,5.180025
0.132099,0.014130,6.092872
0.109177,0.023256,6.984337
0.119776,0.009483,1.695127
0.118260,0.025532,7.453106
0.113943,0.008873,1.780517
0.096182,0.012230,2.053052
0.113627,0.008468,2.611368
0.090809,0.007736,3.922241
0.109757,0.023590,7.358716
0.099971,0.016163,4.728110
0.116922,0.026689,7.668160
0.105969,0.017183,5.224598
0.108085,0.019440,5.778205
0.071860,0.013324,5.429865
0.103986,0.016111,4.440959
0.094169,0.021044,6.598641
0.176667,0.010359,6.985442
0.093213,0.015718,4.423984
0.137997,0.006666,6.453557
0.152495,0.013254,7.385175
0.083062,0.022041,6.513459
0.097657,0.019445,5.713493
0.136953,0.016541,5.670105
0.130444,0.009440,3.078987
0.132634,0.018568,6.727968
0.146985,0.014159,7.710623
0.080583,0.016990,5.949710
0.077908,0.018500,6.294280
0.107497,0.023873,6.662076
0.133357,0.009315,1.702348
0.095907,0.016799,4.580317
0.119966,0.011327,1.999419
0.145115,0.021073,7.612163
0.087399,0.013740,3.664557
0.115963,0.026913,7.486834
0.115222,0.016793,4.918042
0.133081,0.012824,6.685887
0.129078,0.021011,7.205641
0.126171,0.013678,3.488931
0.096267,0.009623,1.395388
0.098701,0.020388,5.820742
0.090392,0.021053,6.258891
0.127897,0.024488,7.401949
0.106246,0.016614,4.509944
0.120223,0.026194,7.518093
0.144079,0.009980,3.411028
0.139719,0.010898,4.557902
0.145183,0.008773,3.952567
0.111042,0.016824,4.803631
0.092619,0.023631,7.175209
0.099621,0.023601,7.362226
0.084351,0.013835,4.348189
0.133529,0.010826,4.431490
0.086374,0.021148,6.926364
0.095253,0.023358,7.788637
0.149665,0.006033,6.918580
0.098460,0.008283,3.382234
0.071124,0.011825,5.518374
0.092836,0.022446,7.747388
0.165026,0.013118,6.919781
0.135534,0.020919,7.423454
0.116457,0.020093,5.977964
0.082845,0.024005,7.459685
0.152451,0.010022,4.795969
0.115652,0.020585,7.327389
0.081715,0.018785,7.485886
0.112350,0.026991,7.655883
0.093860,0.021360,7.115665
0.081777,0.009340,4.118915
