beta,gamma,epsilon
0.113939,0.010707,1.351670
0.097597,0.012796,3.068677
0.104710,0.016287,4.822440
0.098453,0.015475,4.574226
0.127758,0.014299,5.113284
0.129686,0.013116,4.355715
0.103596,0.012516,2.789989
0.124965,0.009994,3.937951
0.114795,0.013835,3.513175
0.101866,0.013950,4.086021
0.121952,0.011897,4.297515
0.094566,0.013910,3.647138
0.111531,0.009389,1.515105
0.099036,0.013760,3.612941
0.106925,0.010300,0.387915
0.106369,0.010280,0.713835
0.113198,0.010080,1.104472
0.121184,0.011192,2.123362
0.111384,0.014795,4.448761
0.092799,0.013318,3.148514
0.123539,0.007858,3.951973
0.103587,0.013071,3.039076
0.091858,0.010637,4.152810
0.094808,0.010184,0.903621
0.122150,0.014303,3.388584
0.102408,0.018376,5.110152
0.117259,0.012390,2.509875
0.124090,0.013473,3.541885
0.115928,0.014350,3.991307
0.122326,0.011262,3.907912
0.110519,0.013293,3.203571
0.099053,0.007296,4.090072
0.082528,0.010910,3.975975
0.103080,0.011128,1.686321
0.088553,0.011558,2.882571
0.094468,0.015077,4.175279
0.146640,0.009072,3.772902
0.105975,0.018383,5.083065
0.094608,0.012291,2.415574
0.127723,0.012942,3.946177
0.105192,0.012843,2.070615
0.106058,0.010515,1.072733
0.105796,0.007571,3.459726
0.117564,0.008837,2.719510
0.104955,0.014238,3.446899
0.108022,0.008480,2.991187
0.094313,0.016501,4.481116
0.112058,0.012265,2.384178
0.080758,0.013033,4.562459
0.110115,0.013435,3.363511
0.111044,0.015571,3.824011
0.101454,0.017166,4.994260
0.096185,0.012881,2.593923
0.101696,0.012810,2.838192
0.110835,0.017191,4.753556
0.120629,0.010708,2.526370
0.127732,0.013006,4.233494
0.089377,0.008017,3.569057
0.104529,0.012371,2.067856
0.097626,0.009956,0.967212
0.115936,0.012806,3.928415
0.123857,0.007779,4.206042
0.084080,0.009816,2.292117
0.104610,0.014516,3.455504
0.134169,0.011870,3.385234
0.102816,0.009439,0.847274
0.125220,0.013064,4.331993
0.108539,0.014552,4.458365
0.111738,0.011564,1.504713
0.108965,0.013068,3.248180
0.098970,0.009226,1.867474
0.120398,0.013190,2.938086
0.092596,0.015878,4.991411
0.120347,0.012922,3.932794
0.121611,0.016526,4.813906
0.113239,0.016655,4.492929
0.123412,0.008293,3.898339
0.078385,0.008386,4.597164
0.087816,0.013186,3.105690
0.120319,0.010455,2.853347
0.128782,0.011126,3.177796
0.114041,0.011105,1.148152
0.134780,0.007292,4.849703
0.096808,0.009787,2.608169
0.106619,0.007216,3.584212
0.085311,0.007835,4.146262
0.119274,0.015804,4.443277
0.136011,0.009619,3.028677
0.150138,0.009929,4.070892
0.138788,0.012412,4.676675
0.099310,0.016438,4.659886
0.123025,0.014463,3.607407
0.114095,0.016592,4.387050
0.084074,0.012131,3.601334
0.144750,0.006966,4.582419
0.137914,0.012894,5.104725
0.120360,0.013494,3.347306
0.138981,0.007099,5.077747
0.093737,0.014430,4.304298
0.100116,0.009048,3.035104
0.083804,0.013249,4.094109
0.103795,0.014121,4.309682
0.118605,0.009451,1.350630
0.092254,0.015153,4.009509
0.091032,0.009472,3.502191
0.124067,0.012210,4.035797
0.094606,0.010833,0.950900
0.083165,0.012361,4.531338
0.114323,0.007711,2.984280
0.094484,0.009034,3.790639
0.138450,0.009480,3.061767
0.119121,0.016226,5.131220
0.092662,0.008979,3.008967
0.110566,0.011093,1.282824
0.112072,0.015803,4.363927
0.081428,0.009143,5.009551
0.114642,0.013104,3.165928
0.120649,0.012179,2.789269
0.102803,0.014741,4.354423
0.132747,0.010609,3.975104
0.108929,0.015525,4.740922
0.127962,0.010945,4.458147
0.101265,0.016056,4.356687
0.107777,0.009654,2.068227
0.134493,0.006918,4.803170
0.109523,0.008348,1.616717
0.101455,0.013477,2.378184
0.103091,0.017767,4.718626
0.109599,0.007718,4.623750
0.105850,0.015865,4.143964
0.119075,0.011122,1.806131
0.128531,0.010343,3.381288
0.122279,0.012437,3.464714
0.116692,0.008985,1.366161
0.085218,0.012321,3.829120
0.127882,0.014167,5.076488
0.125904,0.007416,4.804600
0.084428,0.009947,4.269780
0.100796,0.013289,2.951229
0.109910,0.013661,4.034576
0.113016,0.012413,2.839740
0.093600,0.008739,2.363901
0.094455,0.008978,2.845125
0.111368,0.006587,4.525828
0.144206,0.009421,4.770905
0.115366,0.015055,4.932007
0.112833,0.010729,2.763512
0.115503,0.008903,2.917609
0.092384,0.015663,4.187973
0.097505,0.007979,3.486083
0.077440,0.012707,4.953216
0.096078,0.016217,4.661148
0.122665,0.012723,4.811348
0.099897,0.014005,3.463683
0.077745,0.014435,4.376364
0.106412,0.013482,2.672186
0.096155,0.012947,2.377398
0.102840,0.013536,2.964197
0.104674,0.009265,2.432963
0.108509,0.016155,4.731808
0.107138,0.012094,2.354097
0.100147,0.015260,4.518093
0.101680,0.012505,2.373376
0.079865,0.014400,4.722071
0.128229,0.010977,3.738820
0.131249,0.010091,3.728702
0.108316,0.008792,1.773016
0.123929,0.017757,4.878444
0.137016,0.013655,4.016323
0.140271,0.011583,5.062763
0.111257,0.006781,5.066249
0.107945,0.013674,3.029775
0.104748,0.011554,1.142522
0.082470,0.011779,3.392313
0.109650,0.014823,3.423102
0.104597,0.013305,3.551814
0.128005,0.011787,2.597753
0.086670,0.011716,3.865172
0.099953,0.016998,5.019632
0.103754,0.015521,4.304082
0.101433,0.007934,3.592458
0.112160,0.012259,2.500214
0.075251,0.011283,4.048003
0.113332,0.012856,2.761295
0.111077,0.014646,3.495305
0.137478,0.011839,4.563086
0.131267,0.011772,2.267405
0.097342,0.007934,4.093234
0.099039,0.015991,4.614954
0.113021,0.015255,3.968148
0.120214,0.015570,3.637670
0.097306,0.015427,4.374305
0.113713,0.011035,2.906109
0.118143,0.016884,4.636747
0.115452,0.007958,2.724073
0.109328,0.017586,4.967242
0.094930,0.012264,2.987501
0.117314,0.012008,2.489832
0.109311,0.012448,1.891126
0.125403,0.011393,2.598529
0.123073,0.009937,1.931269
0.108635,0.006981,4.475749
0.129385,0.008426,4.351769
0.082474,0.015827,5.023192
0.096873,0.012013,3.482815
0.119673,0.007165,3.783981
0.126018,0.009319,2.710388
0.118622,0.011114,2.414797
0.111855,0.015794,4.004595
0.086253,0.014060,4.279331
0.106152,0.010637,0.823750
0.097713,0.013972,3.254556
0.085814,0.015534,4.683369
0.110843,0.015120,3.557359
0.113896,0.014819,3.768991
0.118640,0.013421,3.235338
0.105712,0.006313,4.959334
0.135889,0.008884,3.328767
0.098742,0.008928,2.397386
0.133225,0.011614,3.213308
0.128236,0.007846,4.105362
0.104227,0.013011,3.341844
0.122083,0.007506,3.990638
0.094780,0.010324,1.618291
0.114015,0.014497,3.382913
0.107748,0.012922,4.374722
0.103976,0.013319,3.487755
0.096116,0.010551,2.491929
0.111603,0.007708,3.807878
0.098885,0.017375,4.887536
0.092776,0.011923,4.464546
0.101885,0.014096,3.441842
0.104886,0.009225,1.835303
0.120142,0.013799,3.413110
0.110441,0.016534,4.854488
0.111027,0.014362,3.665959
0.112087,0.012787,2.726137
0.105439,0.013579,3.720560
0.102732,0.015471,4.456692
0.112111,0.007245,4.309583
0.146536,0.014692,5.026667
0.106017,0.018181,5.016418
0.148355,0.009149,4.191796
0.121208,0.013825,4.633020
0.106668,0.009278,0.998018
0.094579,0.011897,2.636678
0.135712,0.009303,3.607648
0.119616,0.008209,2.540929
0.135729,0.006943,5.080023
0.108766,0.007532,3.228620
0.095252,0.008100,2.370297
0.105462,0.013807,2.760793
0.121584,0.012829,3.472155
0.135734,0.010052,1.421021
0.104904,0.015341,4.083884
0.089214,0.011953,2.567091
0.088581,0.009247,3.297265
0.152907,0.011258,4.277410
0.109563,0.011301,1.971382
0.103771,0.008193,1.889492
0.097408,0.008268,3.563545
0.127401,0.016477,5.130856
0.100115,0.008461,2.713115
0.117235,0.014618,4.408953
0.114334,0.009132,1.564684
0.107060,0.009251,2.029029
0.116335,0.007339,4.162789
0.083293,0.014276,4.755216
0.109741,0.014665,3.976205
0.099699,0.010023,2.462748
0.122451,0.014555,3.963455
0.131442,0.011217,1.493004
0.122505,0.007457,3.691410
0.127527,0.013801,4.828205
0.097953,0.011584,1.723080
0.135683,0.011671,4.905034
0.095989,0.012953,2.752467
0.089290,0.015744,4.364758
0.099963,0.010316,0.752057
0.107042,0.016404,4.354155
0.111396,0.014553,4.469537
0.129826,0.011808,4.452814
0.110060,0.014558,3.327410
0.122694,0.013011,4.114601
0.120753,0.015861,5.124129
0.108371,0.015799,4.600859
0.117871,0.008683,2.195862
0.109525,0.017173,4.037867
0.117830,0.010080,0.780528
0.125782,0.009371,3.231232
0.129068,0.009904,2.202112
0.084552,0.014974,4.330372
0.110513,0.007283,3.307048
0.087691,0.009171,4.711407
0.097137,0.012982,2.770025
0.115624,0.012829,2.692828
0.109292,0.013201,2.948894
0.100980,0.010978,1.452577
0.137607,0.008782,3.684336
0.103414,0.012709,2.573518
0.111099,0.007189,3.928668
0.124409,0.013847,3.856699
0.094201,0.013283,2.795319
0.095145,0.014317,3.790739
0.122445,0.014681,3.737860
0.101807,0.006758,4.415332
0.122923,0.008120,3.249111
0.113451,0.012892,2.823075
0.091182,0.010016,3.104866
0.107606,0.007115,4.625378
0.114977,0.015024,3.729179
0.088938,0.009496,2.511652
0.136796,0.008238,2.229777
0.138058,0.007335,4.842673
0.119334,0.012024,3.878354
0.110589,0.012314,2.546748
0.085676,0.012075,3.096650
0.094738,0.013704,3.220184
0.104767,0.012390,2.221465
0.105833,0.016894,4.809408
0.110039,0.007949,3.095133
0.086463,0.014873,4.567064
0.091473,0.012155,2.620043
0.126025,0.012827,4.898723
0.119415,0.013831,3.859124
0.146106,0.008917,4.250041
0.096952,0.015775,4.949439
0.133890,0.009072,4.588453
0.109337,0.008409,2.047026
0.136636,0.007876,3.766637
0.102077,0.013684,3.474902
0.102196,0.008275,2.752991
0.103032,0.010530,1.621756
0.120488,0.012281,3.433272
0.119172,0.009926,1.764878
0.092684,0.012465,4.082728
0.130992,0.011474,4.088293
0.110287,0.015907,4.042818
0.109249,0.011615,1.991473
0.092907,0.015590,5.047336
0.112593,0.012712,2.948221
0.106716,0.017035,4.972353
0.086035,0.012785,3.202630
0.142056,0.011409,3.702902
0.109273,0.013792,3.686051
0.097293,0.013994,3.272023
0.092751,0.011797,2.197334
0.098268,0.011497,2.230275
0.104370,0.010248,0.963769
0.100683,0.017879,4.974414
0.104812,0.007058,4.022896
0.092221,0.015778,5.092038
0.099911,0.008932,3.184819
0.138647,0.014950,5.005222
0.104795,0.009928,2.022697
0.107711,0.014757,3.902720
0.100955,0.009250,0.979545
0.095028,0.013039,3.139986
0.106275,0.010790,1.251153
0.104822,0.006823,4.548621
0.094111,0.018165,5.034289
0.107273,0.013487,3.719811
0.098739,0.014035,3.175173
0.127994,0.008298,2.743642
0.112905,0.015157,4.303587
0.101031,0.009185,2.938308
0.098604,0.012977,2.727901
0.108154,0.010661,1.002104
0.100812,0.010674,1.085872
0.095827,0.011167,2.174395
0.112576,0.016093,4.448433
0.095291,0.009967,1.216900
0.146158,0.007642,4.414073
0.111443,0.008260,3.029969
0.129998,0.007527,4.100194
0.126532,0.007003,4.531546
0.080042,0.009759,4.319573
0.114401,0.013247,3.245559
0.121225,0.008089,3.443003
0.101825,0.013655,3.409590
0.094397,0.008974,2.583272
0.143084,0.010525,4.508251
0.137191,0.009276,1.932833
0.088111,0.017578,5.088564
0.123332,0.018278,5.074987
0.122693,0.009031,2.273374
0.117119,0.015938,4.429653
0.118230,0.007723,4.236349
0.118576,0.012246,4.620854
0.081556,0.012291,4.183507
0.098985,0.016844,4.921546
0.101086,0.009586,2.316608
0.109904,0.015800,4.524994
0.115962,0.013205,3.875826
0.128546,0.008675,2.581999
0.111093,0.013300,2.502090
0.099387,0.007554,4.039669
0.131900,0.007844,4.316366
0.143431,0.007437,4.308967
0.110713,0.011739,1.966623
0.121699,0.008538,1.884238
0.112060,0.015518,4.532090
0.111425,0.009526,1.250067
0.102801,0.015851,4.376999
0.118452,0.008207,3.247548
0.118881,0.006847,4.843038
0.095500,0.011938,2.435247
0.104621,0.018399,5.109858
0.108793,0.009870,0.811431
0.102827,0.006702,4.649958
0.128216,0.008041,3.026777
0.138155,0.007780,4.852592
0.125476,0.011567,2.664100
0.113930,0.016530,4.177015
0.118968,0.008397,3.147416
0.106553,0.013459,3.180296
0.132901,0.006823,5.079655
0.110262,0.017285,4.595269
0.123352,0.009666,2.676258
0.116945,0.010569,3.126785
0.113614,0.009915,1.160300
0.101547,0.006314,5.074085
0.103192,0.012555,2.052402
0.114737,0.011398,3.979232
0.133058,0.009791,4.048273
0.093093,0.012237,2.094745
0.143630,0.010268,4.235011
0.089017,0.014296,3.724375
0.102658,0.008543,1.482493
0.105243,0.009740,1.178141
0.135337,0.011673,4.331856
0.107524,0.010791,0.920989
0.120177,0.017151,5.117127
0.108514,0.018643,4.979959
0.097702,0.014456,4.798797
0.091240,0.009505,2.282796
0.123291,0.015473,4.536366
0.119217,0.011677,3.602973
0.143771,0.008749,3.351006
0.121344,0.012496,2.635574
0.129005,0.007891,3.375742
0.122248,0.015023,4.256468
0.115626,0.010812,1.074203
0.134870,0.009678,2.865212
0.103502,0.013222,4.532261
0.103273,0.017759,4.746770
0.100650,0.009200,1.665046
0.082631,0.012630,3.580331
0.130270,0.010543,1.912288
0.105803,0.015820,4.444513
0.124879,0.013300,4.110849
0.116975,0.008668,3.230351
0.116407,0.012508,3.314253
0.110154,0.011916,2.349039
0.096853,0.016853,4.946847
0.106337,0.014304,3.066555
0.111255,0.012775,2.184487
0.139632,0.010123,4.039477
0.122272,0.012265,3.851584
0.098927,0.014971,4.108231
0.104273,0.010986,1.078271
0.086849,0.015417,4.059851
0.130777,0.009355,2.362952
0.111696,0.016568,4.334197
0.141743,0.007998,4.144596
0.100620,0.012168,2.768377
0.091699,0.012929,4.030969
0.095343,0.016500,4.776502
0.086468,0.015226,4.694011
0.110017,0.012055,2.423400
0.101615,0.013701,3.100519
0.130544,0.009889,3.105150
0.079339,0.016441,4.936724
0.121984,0.012367,4.040549
0.093039,0.013102,3.490919
0.091823,0.011943,2.826406
0.103694,0.012754,2.934897
0.113354,0.009981,2.578973
0.126669,0.013851,4.658808
0.122945,0.015836,4.848651
0.103801,0.011807,2.365574
0.151144,0.009165,4.644358
0.115190,0.011584,2.801043
0.119806,0.009174,1.366364
0.094599,0.011872,1.866856
0.125954,0.007677,3.083793
0.107231,0.006731,4.654601
0.106289,0.016781,4.711575
0.117118,0.010169,1.414491
0.098820,0.008325,3.994142
0.114065,0.012860,4.018893
0.095830,0.014004,3.382126
0.135972,0.008724,3.928456
0.099772,0.014896,4.522526
0.122369,0.012515,3.504713
0.131215,0.008571,3.412338
0.088112,0.008224,4.954632
0.090305,0.008845,2.496319
0.090814,0.010348,3.008056
0.140212,0.011305,4.045282
0.102351,0.013454,2.755147
0.107431,0.011394,2.313645
0.118390,0.011967,3.091557
0.107214,0.015660,4.124871
0.130117,0.016658,4.903556
0.102361,0.010217,1.757740
0.082959,0.015792,5.008456
0.105042,0.013524,3.324407
0.105362,0.008459,1.761655
0.098032,0.012330,2.085234
0.105025,0.016519,4.466875
0.096769,0.014167,3.495975
0.109223,0.013020,2.718869
0.112611,0.013687,3.252075
0.118156,0.015394,4.340730
0.092785,0.010524,2.133129
0.094008,0.007143,4.473321
0.104475,0.008223,2.451288
0.101276,0.011221,1.319670
0.118156,0.010683,1.479367
0.102001,0.011248,2.572679
0.110238,0.016974,4.904537
0.109851,0.010610,1.826606
0.129061,0.009265,2.829606
0.097328,0.012456,2.804156
0.115313,0.015712,4.438350
0.113360,0.008333,2.252649
0.103103,0.008453,2.400170
0.078649,0.009659,4.373854
0.120346,0.009372,1.755840
0.101652,0.007004,4.129032
0.104201,0.009381,1.156662
0.096461,0.009918,1.319825
0.090482,0.010795,2.664631
0.072163,0.009713,4.841997
0.095337,0.011891,2.548056
0.110796,0.014949,2.906532
0.099584,0.009813,1.474423
0.102576,0.008158,4.354009
0.120425,0.010551,0.907737
0.089124,0.011803,3.644753
0.108941,0.013672,3.454405
0.088863,0.013146,3.069096
0.114393,0.015840,4.971498
0.107155,0.007635,3.391044
0.109750,0.010098,1.414301
0.112553,0.011950,3.637584
0.104216,0.011144,1.561179
0.138554,0.013345,3.624068
0.108636,0.009602,0.901747
0.111982,0.016254,4.327972
0.118499,0.015580,4.442928
0.129092,0.008382,3.615363
0.112883,0.009018,1.795919
0.109473,0.014083,3.308163
0.126692,0.006941,4.933926
0.088774,0.009560,3.276212
0.095974,0.011773,1.435354
0.110814,0.015024,3.978392
0.115199,0.009559,1.604569
0.092315,0.012861,3.976838
0.118055,0.012060,2.355030
0.108743,0.010049,0.680866
0.096888,0.011414,2.338816
0.105759,0.016534,4.808934
0.120104,0.007465,3.711167
0.106587,0.016494,4.300384
0.116230,0.010604,1.509056
0.118509,0.010128,1.107874
0.107600,0.012477,2.316422
0.120367,0.013145,4.221994
0.123555,0.014181,4.533568
0.094769,0.007742,3.114229
0.094451,0.015098,4.864446
0.099425,0.006351,4.926073
0.124358,0.016995,4.718506
0.098593,0.014149,3.579095
0.102704,0.012603,2.577854
0.126672,0.014449,4.935114
0.109975,0.008308,2.781412
0.110080,0.012365,2.297351
0.133379,0.010482,4.568250
0.112915,0.008624,2.724987
0.110476,0.008821,2.084275
0.123400,0.007144,4.752651
0.128321,0.012625,4.277587
0.108829,0.013541,3.069590
0.091993,0.016653,4.617541
0.127070,0.012384,2.738787
0.091515,0.010557,2.584058
0.113747,0.013998,4.909955
0.121114,0.010818,2.823453
0.117307,0.011025,2.020269
0.100728,0.014139,4.109230
0.088905,0.012042,1.955947
0.086050,0.012372,4.877458
0.145567,0.007964,4.735902
0.107677,0.014659,3.969708
0.114076,0.012225,3.840636
0.126846,0.011883,3.757867
0.119219,0.008153,2.860347
0.101052,0.011212,2.015108
0.103652,0.011185,2.386231
0.085311,0.013369,4.058500
0.095894,0.015578,4.847800
0.076566,0.011675,5.030005
0.115021,0.011863,1.968904
0.095729,0.014523,4.036264
0.120827,0.009461,1.779187
0.096142,0.010347,1.564317
0.115244,0.016214,4.145121
0.119079,0.011934,3.297745
0.112720,0.013996,3.778821
0.109616,0.014386,3.535726
0.100178,0.011894,2.787521
0.129772,0.010804,3.851968
0.140718,0.014528,4.458984
0.102526,0.012863,3.053083
0.112965,0.012973,2.500106
0.090713,0.008764,1.974967
0.111942,0.007670,2.621799
0.129107,0.012410,4.676245
0.118911,0.010583,1.466434
0.125366,0.011864,5.027622
0.134371,0.011003,1.884182
0.096693,0.010781,1.639648
0.098485,0.010681,1.773753
0.089639,0.014689,3.977200
0.097391,0.013529,3.138928
0.104191,0.009568,1.818549
0.107794,0.011566,2.687740
0.135190,0.014504,4.555568
0.106774,0.010934,1.601828
0.104628,0.009160,1.643760
0.103113,0.011663,1.610246
0.110152,0.016725,4.566845
0.107052,0.011362,1.466310
0.109951,0.009128,0.962964
0.098346,0.013881,3.418753
0.118136,0.009047,2.116912
0.077904,0.011340,4.622631
0.135756,0.010739,3.710819
0.108054,0.006928,3.939481
0.118079,0.008373,2.454480
0.114650,0.015551,3.989630
0.129261,0.012147,4.383172
0.108407,0.013544,2.929211
0.113281,0.006301,4.835764
0.116002,0.014519,3.594677
0.115922,0.016247,4.809743
0.110717,0.012779,2.251662
0.112045,0.007888,3.063619
0.108850,0.012271,1.831405
0.099421,0.014617,4.017039
0.111283,0.008034,2.459361
0.106051,0.013255,2.330970
0.110946,0.008321,2.638462
0.110247,0.013363,3.956345
0.122790,0.015847,4.152921
0.105430,0.010977,1.282467
0.114838,0.012900,2.775894
0.106125,0.009863,1.628250
0.115789,0.006538,4.305258
0.102991,0.017013,4.805109
0.099314,0.013190,2.172786
0.109234,0.009375,1.811546
0.105734,0.010469,2.240622
0.096040,0.014627,3.597445
0.085994,0.012647,4.059461
0.110195,0.016736,4.770804
0.102168,0.015825,4.371102
0.093395,0.006471,5.065952
0.094731,0.010010,2.223093
0.097158,0.012159,3.314149
0.107513,0.016191,4.487954
0.090539,0.015769,4.992740
0.122810,0.007706,3.262087
0.105946,0.017499,4.623237
0.105779,0.008230,2.097510
0.101343,0.008260,1.790864
0.085541,0.011738,3.911646
0.114568,0.017380,4.824239
0.121450,0.009375,2.065149
0.098753,0.011528,2.596456
0.110817,0.015409,3.932332
0.110100,0.011806,2.837293
0.097197,0.012946,3.080557
0.109511,0.013864,3.261505
0.080421,0.012007,2.778508
0.125697,0.011948,4.905346
0.115848,0.016104,4.065177
0.118462,0.008598,2.103751
0.134222,0.009349,4.597930
0.099278,0.016264,3.909600
0.100563,0.015606,3.958168
0.115816,0.011267,2.537883
0.090668,0.013542,3.726374
0.114239,0.009160,1.361941
0.112571,0.011015,2.030077
0.115521,0.012567,2.486881
0.122177,0.010902,3.135501
0.132940,0.009532,3.905597
0.107382,0.009325,1.114387
0.102901,0.011684,1.484879
0.122462,0.008558,3.281059
0.078429,0.013090,3.846171
0.094681,0.007070,4.334530
0.110239,0.008115,2.703314
0.097390,0.010761,2.054902
0.142603,0.014130,4.732991
0.099757,0.013314,2.883842
0.119319,0.010934,2.929619
0.098514,0.006989,4.267727
0.126970,0.014006,5.081542
0.111616,0.012424,2.223638
0.118531,0.010800,2.715957
0.086705,0.010854,2.390891
0.103302,0.010059,1.889328
0.107761,0.009467,2.055140
0.122011,0.015043,4.429103
0.105439,0.008574,1.994146
0.114308,0.011785,1.951127
0.127592,0.008340,3.696190
0.121343,0.015352,5.021706
0.110747,0.007706,3.117438
0.106573,0.008015,3.203944
0.116405,0.007092,4.379915
0.106201,0.018285,5.030715
0.103562,0.012907,2.662801
0.130705,0.011296,4.050343
0.105753,0.009535,0.933758
0.119283,0.014713,3.944989
0.114091,0.017398,5.063402
0.124396,0.011990,1.915634
0.081674,0.015126,4.622465
0.119694,0.013205,3.831856
0.104401,0.016155,4.695756
0.138681,0.009559,3.586378
0.121463,0.018055,4.970105
0.123234,0.006908,4.742296
0.092031,0.008620,2.473483
0.104164,0.007683,2.711615
0.138569,0.008412,4.127707
0.094959,0.010014,2.128430
0.098702,0.009094,1.688191
0.125178,0.009022,2.631255
0.137413,0.008991,4.510252
0.096412,0.011807,2.200318
0.123567,0.010927,3.149214
0.087382,0.011855,3.472010
0.102800,0.009811,1.276852
0.113844,0.015017,3.696190
0.116571,0.015118,4.949394
0.115242,0.012303,2.229165
0.098867,0.011561,1.516685
0.097322,0.011399,1.832252
0.134624,0.012533,3.210987
0.091997,0.009866,1.211184
0.106651,0.012207,1.676477
0.122544,0.008058,3.131141
0.111191,0.006594,4.823996
0.115206,0.015662,3.509334
0.118997,0.010918,4.149104
0.075250,0.011767,4.353759
0.141925,0.009355,3.693725
0.109251,0.011978,3.020802
0.121654,0.006720,4.875871
0.106216,0.016575,4.900941
0.100118,0.016141,4.277214
0.099131,0.008685,2.114630
0.118474,0.012654,4.144021
0.101563,0.007344,3.809287
0.098403,0.016223,4.581212
0.117204,0.014809,3.926583
0.142218,0.008439,4.991475
0.131081,0.014523,4.924552
0.101559,0.014350,3.180235
0.120743,0.007263,4.357169
0.101762,0.014296,3.527224
0.124086,0.009800,1.933442
0.124267,0.015438,4.015060
0.089381,0.010498,3.412540
0.091606,0.008188,5.072070
0.127420,0.007437,4.644517
0.081480,0.014104,4.065557
0.094059,0.013308,3.473051
0.127825,0.010547,2.484593
0.112281,0.009307,2.550729
0.092698,0.009257,3.754151
0.109795,0.014307,3.307193
0.124234,0.008530,3.485171
0.097468,0.011276,2.250170
0.087768,0.015198,4.338250
0.127084,0.009903,3.980716
0.096805,0.010563,1.703447
0.126585,0.012928,4.752062
0.102644,0.010828,1.855532
0.109255,0.010537,1.230103
0.107486,0.015436,3.822327
0.086511,0.016824,4.822152
0.104602,0.012874,3.131925
0.120241,0.008487,3.136812
0.115006,0.011423,1.821589
0.106119,0.010598,1.361697
0.087940,0.009005,2.809662
0.114008,0.008265,2.158944
0.108914,0.016145,4.399069
0.110185,0.015397,3.972565
0.094786,0.017757,4.945721
0.090511,0.008078,3.355513
0.078451,0.011233,4.192720
0.121868,0.013441,2.907903
0.110286,0.017449,4.870071
0.089825,0.008480,3.842614
0.101020,0.007965,2.487121
0.072983,0.013308,4.994544
0.094463,0.009842,3.063608
0.120289,0.009974,3.086605
0.123052,0.010093,3.852695
0.101934,0.017546,4.982249
0.106995,0.010482,0.872660
0.097085,0.012859,2.645176
0.101375,0.009438,1.591916
0.105565,0.016166,4.548516
0.092536,0.010325,2.751368
0.110943,0.009019,1.174305
0.088406,0.008712,4.158427
0.094082,0.015820,4.294654
0.087495,0.011241,2.116289
0.122413,0.016939,4.630951
0.100142,0.013831,2.905252
0.107703,0.006930,4.384330
0.109788,0.012150,1.751145
0.082908,0.007467,4.599828
0.086632,0.012649,3.981780
0.121712,0.011382,1.434629
0.108754,0.016541,4.053122
0.110904,0.017533,4.998486
0.106007,0.016699,4.367486
0.110039,0.008001,2.966803
0.142645,0.009697,4.958782
0.142182,0.007759,4.049210
0.123689,0.012221,3.359618
0.090218,0.015122,3.814454
0.123346,0.010785,3.575837
0.112237,0.008835,2.255743
0.110056,0.013588,3.566025
0.091356,0.012611,2.794022
0.118094,0.012207,4.267015
0.105061,0.009142,1.707821
0.092218,0.009671,3.217347
0.115796,0.015852,5.081414
0.095185,0.016143,4.739392
0.111564,0.008483,1.795090
0.089277,0.008315,4.120606
0.087214,0.012804,3.429180
0.110187,0.009477,1.250484
0.138874,0.008052,4.929233
0.075958,0.008932,4.271321
0.125238,0.009466,2.724419
0.102753,0.007870,3.775317
0.107747,0.008265,2.843878
0.120384,0.009418,3.110327
0.105285,0.006944,4.970458
0.108826,0.008504,2.258291
0.095492,0.013038,2.331722
0.088945,0.014042,2.688143
0.126783,0.010118,2.295827
0.148098,0.007148,4.443165
0.111738,0.007040,4.244839
0.100989,0.008946,4.410350
0.124319,0.007397,4.036841
0.124878,0.007824,3.290063
0.121511,0.006810,4.964407
0.092636,0.015532,4.897338
0.106464,0.017470,5.056397
0.108854,0.007814,2.797056
0.092441,0.007052,4.535881
0.146132,0.013080,3.669874
0.097979,0.010164,2.311019
0.102691,0.012644,3.084958
0.127578,0.015232,5.050925
0.112478,0.010630,1.627875
0.122199,0.016266,4.950385
0.104708,0.016416,4.321364
0.153245,0.013195,4.960118
0.090493,0.010383,3.436877
0.101708,0.013997,3.328303
0.095582,0.017193,5.084953
0.147555,0.008272,4.124043
0.110779,0.007467,4.057504
0.097650,0.014745,4.080264
0.090378,0.009104,2.081656
0.114042,0.014935,4.304469
0.105490,0.015482,4.265124
0.095675,0.015752,4.389601
0.122461,0.008618,2.982011
0.127461,0.012350,4.607955
0.106688,0.008750,1.594284
0.111107,0.015706,3.742498
0.113888,0.014831,3.980247
0.078717,0.010052,4.887947
0.096557,0.010822,1.862626
0.094390,0.011025,1.376156
0.110364,0.010039,1.933993
0.107215,0.012046,2.265867
0.110927,0.009698,0.992447
0.120364,0.012017,3.620296
0.102399,0.014109,2.921575
0.115707,0.012549,3.653305
0.094674,0.010290,1.562275
0.105261,0.013869,4.029996
0.104760,0.014648,3.705205
0.084578,0.015842,4.666479
0.103347,0.006949,4.309479
0.134751,0.013959,4.813308
0.103554,0.009299,1.616632
0.109989,0.014250,3.226091
0.112503,0.015721,4.954770
0.106008,0.014897,3.678409
0.100411,0.008212,2.116299
0.108480,0.017456,5.052371
0.116396,0.015004,3.377289
0.109078,0.013892,4.116020
0.120840,0.014109,3.393308
0.100801,0.016392,4.644319
0.116606,0.012493,2.664275
0.093113,0.014781,3.572232
0.112193,0.008984,1.639780
0.124694,0.016604,4.987002
0.095733,0.011206,1.506118
0.132362,0.012249,4.140485
