beta,gamma,epsilon
0.108416,0.024380,7.581087
0.154123,0.009146,5.067876
0.146798,0.006760,5.958066
0.082913,0.028631,8.186277
0.163429,0.010250,5.228790
0.122026,0.030966,8.473077
0.149562,0.017478,7.837501
0.111475,0.028156,8.254051
0.088407,0.015184,4.544578
0.159711,0.013881,6.751350
0.124020,0.015528,6.443888
0.116138,0.005635,6.996628
0.118187,0.025342,7.488664
0.112879,0.008032,2.820097
0.098468,0.021318,6.875954
0.095100,0.023336,7.355785
0.091133,0.013554,4.664629
0.116881,0.013894,3.497244
0.125667,0.026871,7.923288
0.098951,0.015286,3.803025
0.136057,0.011132,4.285148
0.136951,0.013599,5.704610
0.117281,0.027224,8.189946
0.082383,0.006605,8.205580
0.118613,0.026479,7.452013
0.131824,0.027902,7.985581
0.117873,0.009445,1.401903
0.135269,0.007783,3.099648
0.085733,0.021978,7.506012
0.113956,0.031864,8.589029
0.127837,0.013193,4.211114
0.113774,0.019338,5.676620
0.088887,0.013395,3.611965
0.083566,0.025135,7.575838
0.117817,0.017263,5.262932
0.120682,0.025736,7.246327
0.147138,0.021886,8.056588
0.070062,0.009249,8.446361
0.119716,0.023134,6.693150
0.109423,0.010497,2.313635
0.133305,0.031968,8.473478
0.093892,0.010041,2.291902
0.092897,0.026861,8.355096
0.107505,0.028108,7.828333
0.113826,0.013950,3.292496
0.110010,0.028713,8.324433
0.132347,0.015975,5.923817
0.084733,0.028025,8.878927
0.113489,0.030732,8.336544
0.134101,0.011967,3.906266
0.170375,0.012106,7.636649
0.085737,0.023524,7.306701
0.140030,0.018975,7.817059
0.130286,0.017990,6.875559
0.128692,0.008148,3.440150
0.067752,0.020251,8.241324
0.096754,0.011687,1.818863
0.080100,0.012088,4.133010
0.130558,0.030215,8.289124
0.177803,0.006281,7.258097
0.133155,0.017326,6.358034
0.110555,0.030278,8.115942
0.110209,0.016794,4.865465
0.136060,0.014789,6.032738
0.082065,0.013305,3.263958
0.107311,0.017942,5.499424
0.107392,0.007102,4.137017
0.131073,0.022100,7.271615
0.114283,0.010625,2.933364
0.098506,0.017232,4.648898
0.162832,0.010703,5.125462
0.093885,0.011639,1.833316
0.101803,0.016575,4.559144
0.113886,0.006410,5.503491
0.218410,0.011026,8.373782
0.185652,0.012172,8.105958
0.106708,0.011617,2.695608
0.108839,0.021477,6.587288
0.145216,0.010270,3.371659
0.174029,0.008544,6.474445
0.078191,0.023819,8.054296
0.130787,0.020057,7.163201
0.140068,0.004910,8.639224
0.091704,0.006107,7.493997
0.125349,0.011456,4.219468
0.133827,0.016705,7.434322
0.146689,0.012578,6.335499
0.117540,0.020663,6.549701
0.108098,0.027057,8.069597
0.153053,0.010163,6.053023
0.134385,0.014652,5.307870
0.069509,0.022160,8.836311
0.137769,0.014320,7.111996
0.102834,0.012879,3.258435
0.114130,0.006475,5.958057
0.092085,0.016590,4.631168
0.172302,0.007737,5.854739
0.074637,0.009850,5.724267
0.093824,0.011773,2.469825
0.090747,0.012670,3.403535
0.121793,0.025526,7.581085
0.129888,0.018466,6.171512
0.118204,0.008790,2.432290
0.109459,0.020286,5.926433
0.093127,0.026033,7.887962
0.113264,0.005749,7.571428
0.132378,0.020446,7.155502
0.119541,0.019345,5.757603
0.081756,0.013861,5.952451
0.138554,0.020739,7.677821
0.099087,0.027464,8.778233
0.130998,0.021890,8.787392
0.079438,0.018224,7.395992
0.147195,0.031266,8.603899
0.097069,0.022153,6.453085
0.090880,0.013810,4.107528
0.099088,0.007756,3.135954
0.119296,0.021029,6.339499
0.100111,0.006203,6.065026
0.103064,0.017642,5.080624
0.093434,0.022532,6.775778
0.092680,0.016452,4.744197
0.134362,0.007925,4.162146
0.117730,0.010806,2.634311
0.155777,0.008929,5.376455
0.131217,0.015153,5.142267
0.193158,0.007622,6.797154
0.202782,0.006974,7.788832
0.113220,0.018787,6.238056
0.108266,0.014976,4.187720
0.132455,0.007358,3.763973
0.187807,0.007270,6.727055
0.101571,0.007744,3.193058
0.201385,0.010165,7.874389
0.150946,0.006172,7.385070
0.152188,0.013976,7.564859
0.129974,0.030299,8.848070
0.126676,0.007118,4.401287
0.148874,0.014840,8.128210
0.188019,0.009969,8.099921
0.136922,0.022753,7.917947
0.114038,0.007147,3.503839
0.097895,0.024749,8.052552
0.116563,0.007367,4.010764
0.127059,0.017652,6.884405
0.133838,0.025192,7.629123
0.108718,0.016346,4.506319
0.103757,0.016378,4.344301
0.135533,0.014098,6.926393
0.112423,0.024652,7.120402
0.096126,0.020183,5.784083
0.082588,0.009748,4.345613
0.101387,0.011606,1.678725
0.079379,0.009247,7.106273
0.119595,0.005308,7.681649
0.111255,0.028673,8.112644
0.160381,0.018990,8.660398
0.066449,0.010879,7.110263
0.128269,0.027333,8.331450
0.145952,0.010473,4.956294
0.103588,0.010705,1.462724
0.105593,0.005664,7.471210
0.119430,0.022498,6.810021
0.097537,0.017588,5.240095
0.123208,0.013505,4.961357
0.116084,0.009609,1.948654
0.098314,0.022546,6.834426
0.103316,0.029386,8.532404
0.111129,0.008043,2.140623
0.113090,0.017838,5.195576
0.146918,0.014035,6.541731
0.098389,0.024781,7.733921
0.087236,0.028201,8.570311
0.137590,0.006795,5.772124
0.115453,0.030019,8.461614
0.098977,0.023794,7.708827
0.109521,0.025076,7.421414
0.116201,0.007139,3.377720
0.129700,0.009400,4.021803
0.088181,0.017761,6.691590
0.122998,0.016141,5.662639
0.138054,0.010820,4.200667
0.120330,0.023997,8.038905
0.124983,0.023415,6.886192
0.125282,0.028985,7.899265
0.082064,0.020841,8.415128
0.106428,0.016208,5.693339
0.156130,0.014843,7.247914
0.066778,0.020384,8.332531
0.132248,0.024130,8.855817
0.078087,0.015767,5.735408
0.141340,0.005269,8.403633
0.085113,0.022014,6.957179
0.086864,0.011720,2.293916
0.185658,0.007955,6.659621
0.111182,0.024929,7.485589
0.115428,0.022819,6.598668
0.154378,0.011700,5.827614
0.083262,0.017874,6.242279
0.122467,0.009980,2.977000
0.070435,0.012904,6.322403
0.134812,0.027470,8.453700
0.104861,0.018715,5.476868
0.088455,0.016888,5.326975
0.087963,0.022256,7.601385
0.113779,0.009168,1.937642
0.178090,0.008912,5.883310
0.101635,0.026263,7.880445
0.178749,0.011412,7.741524
0.086049,0.020891,6.530798
0.108654,0.017638,5.603941
0.084950,0.027505,8.650171
0.111147,0.033258,8.615260
0.089321,0.030238,8.848774
0.090193,0.016229,4.886475
0.120077,0.009908,1.678030
0.145893,0.011685,4.330486
0.102725,0.019261,5.988628
0.110323,0.022204,6.898490
0.114398,0.031148,8.762705
0.119582,0.031049,8.504696
0.126697,0.029553,7.985951
0.160826,0.008919,5.099754
0.085171,0.017968,7.067428
0.140400,0.015163,7.815533
0.090989,0.021240,6.503092
0.136293,0.011601,1.858628
0.137274,0.016662,8.024645
0.129823,0.016539,5.642672
0.124287,0.010303,1.217843
0.075439,0.018733,8.206831
0.098410,0.013174,2.819549
0.119562,0.013485,3.395006
0.134178,0.006693,5.477063
0.111458,0.021851,6.612665
0.111128,0.021517,6.209071
0.083062,0.007772,5.254073
0.091464,0.012660,2.857116
0.080903,0.020683,6.634803
0.107943,0.032836,8.834247
0.193400,0.009453,7.096527
0.119667,0.017109,4.781766
0.090671,0.005666,7.873263
0.129438,0.021726,7.319378
0.096628,0.011661,2.704796
0.140951,0.022166,7.988605
0.119843,0.012327,3.541202
0.086616,0.026740,8.474812
0.081816,0.010748,5.271319
0.095702,0.012444,3.069825
0.143802,0.010383,5.432818
0.147308,0.018284,6.890160
0.142232,0.008179,4.835309
0.116371,0.019433,5.669518
0.141980,0.028760,8.411169
0.083671,0.016725,5.107061
0.100889,0.028463,8.362181
0.105259,0.026402,7.811475
0.125302,0.013867,4.658328
0.090826,0.021522,6.998051
0.144584,0.022417,7.823062
0.091121,0.016139,5.441862
0.111518,0.026287,8.012453
0.128081,0.031273,8.571773
0.088420,0.016337,5.581457
0.129665,0.018529,5.600043
0.082995,0.007295,6.344984
0.079369,0.018641,6.090402
0.109253,0.029907,8.567456
0.160799,0.009118,4.793914
0.098500,0.022365,6.916757
0.101991,0.022962,6.620981
0.107865,0.012701,3.018209
0.123141,0.013634,4.491124
0.145237,0.018426,6.326969
0.106952,0.013299,2.936393
0.095316,0.013910,4.052709
0.136708,0.007576,4.754873
0.168452,0.015184,8.489046
0.131974,0.014480,6.603588
0.143629,0.019167,8.615219
0.149291,0.015139,6.531856
0.069244,0.010439,4.397202
0.123747,0.012491,3.915664
0.095557,0.011037,2.099808
0.072032,0.013762,6.072508
0.113015,0.015336,4.865094
0.113142,0.017937,4.920635
0.158220,0.011732,5.792822
0.098156,0.026683,7.548038
0.112420,0.006591,4.724478
0.081345,0.021630,7.278471
0.128542,0.025431,7.538625
0.101734,0.012532,2.626779
0.127587,0.006474,5.003272
0.095759,0.019661,6.459681
0.117431,0.022968,7.071854
0.123355,0.026991,7.733063
0.067394,0.015494,8.394721
0.158965,0.009574,5.600198
0.101574,0.025894,7.768640
0.076829,0.014797,6.703207
0.102535,0.006460,5.026965
0.130796,0.026289,8.160718
0.082737,0.007229,5.523697
0.113833,0.013214,2.473749
0.109009,0.019728,6.036471
0.108788,0.031220,8.877726
0.135994,0.018995,7.756686
0.092830,0.018255,6.332009
0.094043,0.016725,5.257956
0.090879,0.007452,3.905822
0.097983,0.021632,6.856389
0.110638,0.017411,5.380577
0.099818,0.009972,1.209383
0.144462,0.007038,5.350706
0.126524,0.032242,8.334183
0.137715,0.016512,5.590594
0.120318,0.024987,7.243376
0.097563,0.016049,4.227841
0.133453,0.013823,7.067514
0.083643,0.009331,2.543238
0.113688,0.019509,5.925118
0.080915,0.012085,6.027433
0.080518,0.022055,7.225446
0.080208,0.011328,3.824143
0.073610,0.017380,7.582643
0.113809,0.012269,2.245748
0.172352,0.015740,8.579846
0.076749,0.023737,8.411216
0.109230,0.018995,5.708797
0.100971,0.018276,5.567482
0.140489,0.014316,7.104609
0.125592,0.016077,4.609724
0.075834,0.008013,5.807524
0.092320,0.015598,5.290847
0.121341,0.023565,6.866430
0.102077,0.022901,7.095046
0.090643,0.021544,6.489526
0.095819,0.019283,6.138946
0.153457,0.008491,4.943096
0.139451,0.010050,4.112221
0.143557,0.012929,5.731954
0.138618,0.019288,7.988938
0.070813,0.013163,7.250988
0.133135,0.030493,8.547396
0.088263,0.027206,8.517060
0.105069,0.018070,5.085005
0.092308,0.005046,8.335961
0.080630,0.021997,8.826245
0.120159,0.029299,8.164857
0.127380,0.024316,7.570173
0.132444,0.012505,3.976091
0.162181,0.015269,8.372838
0.090869,0.019228,6.075988
0.108606,0.018026,5.138304
0.144403,0.010667,4.933421
0.110134,0.026471,7.726832
0.120123,0.025599,7.375536
0.094561,0.010341,2.638628
0.146606,0.022142,8.696983
0.127199,0.024468,7.926346
0.065761,0.021148,8.558714
0.082451,0.022445,8.260310
0.124913,0.028533,8.000085
0.121070,0.011059,1.956172
0.140698,0.013970,6.369715
0.105667,0.023134,6.948077
0.151817,0.007751,6.506757
0.135729,0.017913,5.911831
0.135129,0.013160,4.112259
0.097825,0.023269,7.237922
0.126717,0.028037,8.804081
0.117005,0.019405,5.239326
0.089919,0.012151,2.897184
0.130751,0.012264,3.167323
0.073201,0.013025,6.506438
0.099335,0.022640,6.946123
0.140320,0.009259,3.951927
0.079087,0.020366,8.453030
0.072931,0.018197,8.311890
0.070013,0.010233,6.074957
0.081126,0.010006,5.895806
0.139749,0.023582,8.578520
0.144951,0.005539,7.460272
0.098994,0.015245,3.762705
0.120540,0.012154,2.075184
0.094178,0.009081,2.530050
0.087101,0.016626,5.482914
0.115288,0.022285,6.789000
0.100654,0.031751,8.608166
0.103385,0.019572,5.746413
0.127044,0.012798,2.473668
0.109739,0.011596,3.110685
0.110767,0.008582,2.207990
0.079862,0.014645,4.805344
0.102257,0.013658,3.192239
0.130932,0.005636,7.721333
0.107464,0.007468,3.601617
0.122896,0.007247,4.920676
0.121534,0.016936,4.455152
0.089860,0.017564,6.023910
0.110560,0.018250,5.437538
0.123483,0.011204,2.036359
0.119255,0.024401,7.593509
0.140265,0.018951,7.238239
0.108902,0.012204,1.683304
0.128718,0.021828,6.976650
0.136153,0.007005,5.556414
0.089561,0.009527,2.406078
0.113494,0.025007,7.040278
0.159368,0.021374,8.752180
0.085345,0.028714,8.750177
0.107307,0.029769,8.018441
0.100468,0.021004,5.883947
0.097744,0.018052,5.145437
0.089646,0.025042,8.121017
0.094710,0.022640,8.296527
0.111649,0.026080,7.888902
0.111326,0.031803,8.787074
0.158111,0.020100,8.499299
0.108884,0.028144,8.328801
0.123329,0.024135,7.211015
0.094787,0.022818,6.946705
0.112075,0.022216,7.120806
0.151187,0.009719,5.600176
0.074162,0.010691,4.492976
0.204134,0.008372,8.165558
0.079859,0.015388,6.540458
0.131844,0.025970,8.368859
0.073296,0.017500,7.876216
0.087445,0.017067,5.227682
0.177406,0.009514,6.793163
0.089681,0.026747,8.604529
0.205485,0.007080,7.758609
0.095578,0.022527,7.086192
0.142618,0.014974,5.825998
0.066314,0.010415,8.465941
0.109632,0.018234,5.486697
0.104987,0.018060,5.434278
0.093957,0.018685,5.396152
0.116849,0.020439,6.566423
0.130413,0.031319,8.343285
0.161400,0.013293,6.884390
0.121831,0.010801,2.375052
0.071190,0.017771,8.262437
0.127315,0.017722,7.958465
0.193713,0.010982,7.090252
0.085819,0.013031,4.811202
0.112059,0.012364,3.923517
0.235837,0.008124,8.196174
0.105954,0.017744,5.734112
0.163633,0.011398,6.886664
0.153743,0.011107,4.754344
0.139737,0.028821,8.681797
0.075845,0.010923,5.853683
0.157969,0.014988,7.187510
0.097682,0.011143,4.732586
0.149173,0.027591,8.262363
0.193288,0.007096,7.118648
0.105684,0.022508,6.638952
0.109408,0.027232,7.930735
0.069983,0.015176,6.971468
0.098677,0.018054,5.607335
0.166253,0.016212,8.449944
0.111158,0.030616,8.412290
0.093301,0.026429,8.051131
0.115006,0.014122,3.340574
0.159142,0.015853,8.417489
0.123811,0.026254,7.607363
0.131473,0.023407,8.889924
0.241638,0.008258,8.223126
0.133566,0.017936,7.063719
0.094666,0.006512,4.720417
0.123508,0.024639,8.058232
0.079103,0.010739,5.773981
0.080234,0.008316,4.866641
0.147422,0.006078,7.978787
0.121018,0.012692,2.932584
0.109711,0.008370,2.371373
0.178145,0.011142,8.134818
0.087059,0.022063,7.216423
0.132075,0.019323,5.169693
0.117439,0.017149,7.198216
0.105934,0.008456,2.704621
0.156174,0.018538,8.297358
0.117590,0.029240,8.105910
0.118802,0.020244,6.073092
0.074458,0.022658,8.717846
0.082560,0.020600,7.390968
0.120767,0.026996,7.579634
0.081212,0.024440,8.496834
0.134710,0.026866,7.509913
0.121402,0.021931,7.428736
0.067597,0.014616,7.159410
0.112629,0.012566,1.912583
0.072673,0.008890,6.521681
0.201003,0.007589,6.591518
0.105019,0.018679,5.391486
0.170961,0.010676,7.259121
0.156728,0.012860,6.767383
0.078137,0.011263,4.802510
0.098105,0.024532,7.907724
0.083666,0.022792,7.404974
0.123812,0.013259,5.015330
0.106030,0.030727,8.212732
0.114364,0.015814,4.129719
0.095722,0.020841,6.332145
0.079908,0.011722,3.804794
0.100032,0.008589,1.471916
0.091114,0.024406,7.842139
0.118319,0.018051,5.632295
0.100415,0.025398,7.119695
0.097404,0.015269,4.577729
0.144409,0.026364,8.017630
0.089741,0.016128,4.676739
0.097734,0.015582,4.523952
0.101403,0.028546,8.231402
0.085668,0.017618,5.582907
0.139905,0.012655,4.929112
0.110162,0.023034,6.643050
0.098155,0.026297,8.318912
0.148178,0.021470,8.314462
0.125217,0.026835,8.077498
0.089009,0.021561,8.879192
0.137673,0.008832,3.436529
0.132584,0.031455,8.335419
0.157945,0.016816,7.761705
0.090113,0.024689,7.801869
0.115331,0.014301,3.603524
0.108415,0.023496,6.916276
0.077523,0.012341,4.623910
0.104232,0.029573,8.370307
0.109382,0.018659,5.258058
0.133692,0.015795,4.822280
0.110327,0.026504,7.675908
0.096273,0.007781,4.633683
0.128969,0.026747,7.167207
0.140127,0.022580,7.908398
0.129415,0.032840,8.563005
0.078180,0.024275,8.323519
0.136887,0.029109,8.781069
0.077613,0.008272,5.846230
0.104811,0.012318,2.291012
0.114579,0.027102,7.407279
0.177634,0.014446,8.512053
0.095047,0.012255,2.304293
0.080695,0.021943,7.081212
0.157758,0.010170,5.308174
0.135604,0.009464,5.315280
0.123322,0.014563,4.405507
0.086508,0.017285,6.519870
0.097241,0.022893,6.951301
0.148734,0.006070,7.473537
0.108816,0.011075,1.298955
0.107598,0.028914,8.000405
0.105503,0.009161,1.086973
0.136548,0.020217,6.838024
0.096433,0.010443,0.779040
0.116223,0.013457,3.272123
0.132771,0.028837,8.815608
0.138781,0.015090,7.219896
0.100433,0.015411,4.323170
0.141528,0.008912,3.665850
0.121742,0.025240,8.000471
0.123464,0.009341,1.820893
0.104649,0.026492,8.148754
0.091121,0.021178,7.869134
0.111358,0.004847,8.608127
0.105509,0.008477,1.909027
0.098382,0.019958,5.583375
0.136839,0.019639,5.381899
0.189083,0.010212,6.235551
0.101608,0.023324,7.315042
0.090313,0.026832,8.441753
0.096691,0.027423,8.377942
0.110955,0.014456,3.212225
0.172018,0.007416,6.496956
0.122534,0.019221,5.439036
0.128415,0.028719,8.052661
0.158760,0.013436,6.626606
0.124072,0.012480,4.772326
0.118088,0.023136,6.716717
0.094290,0.009204,4.472039
0.180235,0.015238,8.840551
0.158619,0.006709,7.555187
0.109246,0.028811,8.376977
0.152242,0.009400,2.841254
0.135154,0.007122,4.874551
0.119635,0.012119,2.756676
0.145673,0.017192,7.568709
0.133512,0.022742,7.919924
0.157930,0.013042,8.385492
0.094832,0.023799,7.676496
0.073753,0.021083,8.546090
0.103140,0.018408,5.700165
0.118871,0.020562,7.083618
0.097482,0.006973,3.816914
0.068586,0.014008,7.254634
0.079010,0.014074,4.737226
0.107004,0.023824,7.035526
0.158568,0.013667,7.051026
0.158672,0.011412,7.843302
0.117442,0.014660,4.176550
0.105777,0.011703,1.666875
0.100484,0.012450,3.712085
0.113565,0.029100,7.842878
0.097372,0.027017,7.758042
0.089238,0.017588,5.526937
0.112955,0.022842,6.947700
0.086811,0.028318,8.557895
0.180042,0.006379,7.399168
0.162765,0.013689,7.690547
0.115078,0.027957,8.047824
0.111768,0.021241,6.221767
0.130630,0.005422,8.491984
0.139700,0.020800,8.894715
0.122812,0.023961,8.253024
0.086691,0.017755,5.877260
0.098418,0.023630,7.299735
0.099378,0.019197,5.392111
0.104389,0.009514,0.896457
0.072738,0.022743,8.011615
0.090469,0.018924,5.388199
0.110722,0.032061,8.773355
0.172359,0.008963,5.731534
0.079532,0.013547,4.186673
0.110211,0.016162,4.583431
0.185712,0.012063,7.052455
0.148120,0.008479,5.506257
0.149938,0.006956,6.328605
0.092929,0.016825,5.614420
0.108401,0.018089,5.746854
0.104364,0.013685,3.440400
0.086924,0.016448,5.275994
0.134178,0.011571,5.304545
0.137109,0.030492,8.476399
0.101246,0.017320,4.838860
0.100017,0.027234,8.467987
0.133040,0.017621,7.984013
0.153403,0.021199,7.893154
0.109751,0.013500,4.044618
0.135802,0.006754,5.741359
0.158464,0.011318,5.596633
0.097129,0.005408,8.422717
0.195939,0.007006,7.077126
0.126051,0.006860,5.165361
0.148882,0.013268,7.343499
0.114729,0.012847,2.696639
0.130243,0.029390,8.190107
0.096841,0.015980,4.413003
0.092445,0.016242,4.376571
0.105869,0.030750,8.824442
0.165575,0.014685,8.592784
0.140409,0.017128,6.113484
0.085730,0.020260,6.702725
0.124866,0.019542,6.967241
0.147386,0.034901,8.558324
0.092119,0.007704,5.483506
0.121013,0.022945,6.604315
0.145729,0.017943,6.766400
0.139034,0.019826,5.972641
0.093194,0.024850,7.468636
0.079978,0.022465,7.199954
0.110919,0.016114,4.604297
0.116259,0.021585,6.282203
0.079243,0.018466,6.755215
0.102577,0.016719,5.125995
0.116743,0.027270,7.903507
0.167664,0.012484,8.042098
0.073824,0.018482,6.579507
0.140661,0.005989,7.151270
0.138079,0.019186,7.809250
0.093154,0.011026,2.109525
0.124857,0.024394,7.500004
0.075949,0.018431,6.399535
0.086636,0.026046,8.505703
0.139837,0.031314,8.663781
0.109454,0.026497,7.792204
0.114222,0.004981,8.521911
0.128678,0.007461,3.752720
0.093334,0.013612,4.104609
0.102332,0.014942,4.080809
0.088834,0.010652,3.545756
0.106059,0.027567,7.751242
0.083071,0.021185,7.641173
0.109655,0.032371,8.558253
0.159566,0.014749,7.595020
0.118663,0.023931,7.513785
0.081318,0.011965,3.755437
0.118107,0.018376,6.632508
0.125233,0.018200,6.578660
0.226801,0.006951,8.283222
0.124276,0.031199,8.893214
0.123275,0.010999,0.884268
0.116728,0.014045,3.539636
0.100726,0.010728,2.842649
0.125869,0.011353,2.143801
0.092760,0.021265,6.492365
0.118154,0.021444,7.311038
0.091943,0.021806,7.874396
0.146622,0.013672,6.120146
0.142677,0.008699,3.357994
0.092622,0.016781,4.775608
0.097993,0.015291,4.186229
0.118065,0.023767,7.839188
0.118937,0.014829,4.879855
0.154800,0.016197,7.874896
0.095217,0.020828,6.535519
0.066327,0.015113,8.423737
0.091807,0.012986,4.471490
0.101940,0.022954,7.014080
0.087755,0.026475,8.401958
0.166130,0.008050,5.460890
0.113232,0.009586,1.815401
0.110075,0.015078,4.712136
0.125076,0.023106,7.767067
0.127938,0.007276,4.584738
0.111755,0.008527,2.398848
0.099028,0.020665,6.216529
0.084528,0.011717,5.456039
0.130162,0.016867,7.232733
0.072327,0.009064,6.960990
0.104733,0.030386,8.443704
0.157810,0.013626,7.091877
0.116050,0.008654,2.312096
0.164089,0.010105,4.730479
0.100806,0.019832,5.869388
0.154119,0.019978,8.536050
0.203140,0.012302,8.703273
0.111242,0.016207,4.768601
0.094566,0.009938,2.104126
0.108999,0.020381,6.180919
0.143620,0.022335,7.701368
0.212448,0.007774,8.375898
0.110911,0.020104,5.714108
0.160336,0.010044,6.730726
0.114953,0.006842,4.984509
0.230085,0.009078,7.710200
0.107135,0.016554,4.689927
0.141910,0.023306,7.602152
0.128575,0.014056,4.908312
0.133630,0.010141,2.182860
0.147464,0.021786,8.348518
0.114267,0.010073,1.790265
0.102031,0.014063,3.361521
0.120859,0.005740,6.587976
0.129289,0.019735,5.763790
0.108616,0.033130,8.657811
0.073041,0.011779,6.733582
0.181707,0.011822,7.794987
0.099192,0.023081,6.980170
0.096567,0.028069,8.406628
0.095165,0.013551,3.963351
0.094898,0.016624,5.142303
0.099396,0.008522,1.409535
0.122347,0.015610,4.106346
0.105397,0.015742,4.259490
0.139973,0.008001,4.554562
0.071759,0.009944,6.872331
0.114973,0.017988,4.856808
0.120962,0.010705,2.340827
0.106581,0.009444,1.281398
0.069912,0.007210,6.560228
0.139928,0.023785,8.660557
0.113849,0.005404,7.980228
0.117769,0.010994,2.621101
0.116117,0.023665,7.110726
0.095596,0.006221,5.186655
0.127288,0.020988,6.980575
0.203141,0.011340,8.515885
0.085782,0.025807,8.474346
0.153338,0.012669,7.403518
0.111023,0.027959,8.026259
0.073733,0.009383,5.561466
0.065929,0.011530,7.397905
0.094544,0.019077,6.499622
0.119479,0.017274,5.246176
0.109037,0.016715,4.416891
0.151437,0.016024,7.700393
0.162978,0.009283,4.445245
0.155689,0.008789,4.214719
0.149902,0.007089,6.034908
0.120945,0.006762,5.052840
0.097151,0.021909,6.669328
0.112967,0.007379,3.967633
0.127436,0.030286,8.324333
0.113426,0.020209,6.124423
0.094972,0.017501,5.364720
0.147038,0.007405,5.703250
0.095737,0.014631,4.036634
0.103915,0.008644,2.659364
0.105050,0.021294,6.400769
0.088837,0.019892,7.540428
0.141131,0.034558,8.701957
0.097969,0.017693,5.175422
0.118897,0.023320,7.721835
0.132472,0.023169,7.664356
0.212317,0.010581,7.991854
0.141787,0.018076,8.198173
0.125974,0.011553,4.226571
0.107666,0.020244,6.119068
0.139880,0.019116,8.821952
0.144302,0.012744,6.117413
0.118551,0.024723,7.387186
0.110065,0.014567,4.149994
0.137878,0.023950,8.117048
0.092239,0.013732,5.635381
0.076342,0.015080,7.646122
0.099371,0.016840,4.665859
0.076410,0.007220,6.551111
0.128842,0.006155,5.987525
0.135076,0.011588,4.450987
0.185568,0.006846,7.778593
0.177881,0.007167,6.941566
0.153075,0.006039,7.591559
0.095887,0.027621,8.702226
0.106247,0.029185,8.130164
0.117287,0.017189,4.845677
0.214432,0.009478,8.269245
0.124727,0.016740,5.380916
0.101983,0.019529,5.931927
0.144761,0.014725,7.306783
0.115387,0.018516,5.567253
0.090150,0.014978,4.839698
0.079655,0.007313,6.923544
0.135577,0.034054,8.846117
0.135793,0.022343,7.415326
0.094115,0.015729,5.053307
0.117867,0.026856,7.578096
0.103245,0.021448,6.189404
0.074671,0.014371,5.670630
0.113825,0.017271,4.564104
0.083382,0.022234,6.858779
0.101310,0.020405,6.930880
0.111128,0.018843,5.310402
0.121733,0.016898,5.305057
0.118481,0.013039,3.355836
0.183027,0.014056,8.127411
0.065578,0.016849,8.722174
0.103953,0.016147,4.224705
0.107610,0.016267,4.817352
0.087800,0.008645,4.650272
0.091898,0.015408,5.463218
0.090476,0.012795,2.906760
0.176731,0.012207,6.205243
0.074307,0.012406,3.955847
0.093437,0.007745,3.746099
0.107184,0.023401,6.517862
0.102786,0.008676,3.020639
0.092868,0.007072,6.139061
0.072960,0.009271,6.771549
0.090148,0.008725,4.152429
0.119802,0.009096,3.540973
0.125889,0.020443,6.010995
0.100353,0.012392,2.665790
0.179102,0.013399,8.723984
0.113672,0.026732,8.160169
0.098954,0.025960,7.762597
0.086555,0.015119,4.222947
0.110676,0.013912,4.466872
0.143047,0.025655,8.061120
0.089777,0.023054,7.095477
0.106519,0.019678,5.754912
0.185721,0.007451,7.449187
0.101843,0.018106,5.417293
0.083056,0.019398,7.003929
0.126841,0.024563,7.480476
0.114641,0.018510,5.231296
0.108048,0.011907,1.809597
0.156826,0.006482,7.424722
0.099548,0.027277,7.895513
0.124961,0.022420,7.488050
0.114904,0.025772,7.463162
0.151154,0.013710,7.025527
0.081294,0.007581,6.100881
0.099327,0.005543,7.760021
0.180491,0.011754,7.530494
0.141245,0.024865,8.315945
0.124608,0.012923,5.483251
0.133245,0.012692,5.383236
0.101725,0.030880,8.266281
0.083957,0.013042,4.083912
0.077789,0.012669,8.101277
0.074836,0.016522,6.930885
0.096111,0.025122,7.795316
0.129089,0.030418,8.557306
0.122903,0.024479,7.576320
0.126864,0.013212,4.491949
0.104046,0.006205,5.273451
0.130012,0.018468,7.189704
0.107200,0.010440,1.361636
0.073290,0.012334,6.562365
0.063579,0.014781,8.077163
0.106293,0.021841,6.426159
0.086331,0.020629,6.692481
0.122522,0.019443,5.871782
0.169622,0.013991,8.437422
0.088148,0.019253,6.825629
0.172071,0.016434,8.747234
0.104843,0.029794,8.250711
0.086876,0.009136,2.323242
0.087561,0.005903,8.148555
0.075408,0.024198,8.888097
0.133569,0.007153,4.148677
0.096839,0.011898,3.206515
0.116888,0.026675,7.648119
0.125395,0.029268,8.670288
0.084065,0.011232,2.885158
0.156883,0.010553,5.954713
0.097672,0.008905,3.328786
0.109124,0.019286,5.511412
0.117472,0.008951,1.296286
0.115226,0.031319,8.633635
0.126611,0.010980,3.583647
0.102024,0.008822,1.666260
0.162274,0.005887,8.580225
0.117141,0.023141,6.567231
0.078608,0.018926,6.300804
0.124613,0.007663,3.315026
0.108245,0.026839,7.735219
0.108538,0.026995,7.788638
0.194012,0.006810,7.472703
0.059988,0.012121,8.805255
0.073242,0.013981,7.180959
0.144359,0.018992,7.917766
0.077608,0.021221,7.848470
0.203458,0.006040,8.385619
0.067956,0.016205,6.407963
0.123598,0.016859,6.227278
0.131920,0.021303,8.029312
0.142762,0.008146,3.711557
